qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	staxids	organism_name	superkingdom	kingdom	phylum	class	order	family	genus	species	contig_id
contig_9_26	QDH89688.1	34.1	91	60	0	29	119	1	91	1.72e-10	62.0	2587224.0	Mitovirus sp.		Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Mitovirus	Mitovirus sp.	contig_9
contig_718_1	AYV78595.1	37.9	95	45	3	17	97	10	104	1.81e-10	57.4	2487765.0	Edafosvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Edafosvirus sp.	contig_718
contig_1118_1	AYV75146.1	24.7	336	217	7	74	394	86	400	1.86e-10	67.4	2487775.0	Terrestrivirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Terrestrivirus sp.	contig_1118
contig_483_2	XCJ76782.1	37.8	111	57	5	110	217	20	121	1.89e-10	63.9	2008368.0	Micromonas polaris virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae		Micromonas polaris virus	contig_483
contig_691_4	AYV81995.1	24.6	256	159	8	10	258	1992	2220	2e-10	65.1	2487769.0	Homavirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Homavirus sp.	contig_691
contig_1035_19	QDY52194.1	24.0	350	236	13	68	395	91	432	2.04e-10	66.6	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_1035
contig_1035_11	QDY52194.1	25.3	296	193	11	126	398	142	432	2.09e-10	66.6	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_1035
contig_1010_1	QFG73938.1	33.3	138	64	3	60	197	559	668	2.11e-10	64.3	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_1010
contig_857_5	QBK88034.1	36.4	121	75	2	33	151	15	135	2.12e-10	60.5	2506606.0	Marseillevirus LCMAC202		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC202	contig_857
contig_269_8	QKF94107.1	35.2	88	53	2	4	87	53	140	2.3e-10	60.8	3070911.0	Fadolivirus FV1/VV64		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense	contig_269
contig_238_12	AYV81649.1	31.8	157	88	7	105	252	8	154	2.32e-10	63.9	2487768.0	Harvfovirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Harvfovirus sp.	contig_238
contig_904_4	QZX43026.2	42.9	77	42	1	17	91	118	194	2.34e-10	58.9	2742700.0	Mimivirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Mimivirus	Mimivirus sp.	contig_904
contig_563_6	QBK86778.1	33.1	151	88	6	15	160	3	145	2.45e-10	61.6	2506604.0	Marseillevirus LCMAC103		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC103	contig_563
contig_573_4	QIG59737.1	44.7	76	41	1	168	243	156	230	2.63e-10	65.9	2704074.0	Dishui Lake phycodnavirus 3		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Dishui Lake phycodnavirus 3	contig_573
contig_527_1	ARF09888.1	27.0	185	128	4	31	211	353	534	2.87e-10	63.2	1977633.0	Indivirus ILV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Indivirus	Indivirus ILV1	contig_527
contig_535_15	QDY52285.1	33.3	105	63	3	172	273	2	102	3.21e-10	62.0	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_535
contig_375_6	UPW42252.1	49.3	67	33	1	29	95	563	628	3.44e-10	59.7	2937230.0	Xisha Islands farmland mitovirus 5		Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae		Xisha Islands farmland mitovirus 5	contig_375
contig_1157_25	ATZ80771.1	27.0	204	127	6	82	266	10	210	3.8e-10	64.3	2024608.0	Bodo saltans virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Theiavirus	Theiavirus salishense	contig_1157
contig_1099_23	AYV78463.1	39.8	93	55	1	8	99	861	953	4.07e-10	60.5	2487765.0	Edafosvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Edafosvirus sp.	contig_1099
contig_893_18	QBK86777.1	23.5	183	136	4	15	195	43	223	5.13e-10	63.5	2506604.0	Marseillevirus LCMAC103		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC103	contig_893
contig_762_11	ULY68552.1	36.0	89	56	1	112	200	123	210	6.04e-10	62.4	2922419.0	Chlorella virus XW01		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Chlorella virus XW01	contig_762
contig_928_7	UYE94384.1	41.5	65	31	3	3	60	15	79	6.33e-10	54.3	251749.0	Phaeocystis globosa virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prymnesiovirus	Phaeocystis globosa virus	contig_928
contig_1160_4	QBK86013.1	26.6	237	157	7	234	458	10	241	6.4e-10	65.5	2506602.0	Marseillevirus LCMAC101		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC101	contig_1160
contig_705_1	QBK87277.1	28.5	137	72	4	2	132	19	135	6.45e-10	57.0	2506605.0	Marseillevirus LCMAC201		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC201	contig_705
contig_698_6	ARF12194.1	44.8	58	32	0	15	72	3	60	6.47e-10	56.6	1977640.0	Klosneuvirus KNV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1	contig_698
contig_711_5	AXN77269.1	26.1	268	150	11	10	256	10	250	6.51e-10	62.0	2293314.0	Heliothis virescens ascovirus 3i		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Ascoviridae	Ascovirus	Heliothis virescens ascovirus 3i	contig_711
contig_643_13	ARF10915.1	31.1	122	82	2	1	121	1	121	6.8e-10	56.2	1977638.0	Hokovirus HKV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Hokovirus	Hokovirus HKV1	contig_643
contig_940_14	QOI90522.1	36.0	139	78	4	177	310	21	153	7e-10	66.2	455367.0	Pyramimonas orientalis virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Heliosvirus	Heliosvirus raunefjordenense	contig_940
contig_826_8	YP_009001498.1	31.1	135	84	4	34	166	1281	1408	7.18e-10	61.2	62099.0	Alphaentomopoxvirus acuprea		Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea	contig_826
contig_373_3	QKF93541.1	24.3	177	117	4	129	288	78	254	7.26e-10	62.8	3070911.0	Fadolivirus FV1/VV64		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense	contig_373
contig_757_1	AUI40168.1	65.3	49	15	1	123	171	479	525	7.3e-10	63.5	47929.0	macacine betaherpesvirus 3		Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3	contig_757
contig_125_10	AYV84288.1	51.8	56	27	0	16	71	99	154	7.34e-10	56.6	2487770.0	Hyperionvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Hyperionvirus sp.	contig_125
contig_288_2	AYV80590.1	37.7	106	56	2	11	115	21	117	7.53e-10	58.5	2487768.0	Harvfovirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Harvfovirus sp.	contig_288
contig_173_5	ARF11838.1	30.1	153	96	3	290	437	2	148	7.54e-10	64.3	1977640.0	Klosneuvirus KNV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1	contig_173
contig_668_8	QIG59737.1	28.8	257	148	10	11	251	6	243	8.1e-10	63.5	2704074.0	Dishui Lake phycodnavirus 3		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Dishui Lake phycodnavirus 3	contig_668
contig_489_6	APU88989.1	28.4	176	110	7	1	174	7	168	8.89e-10	60.5	1924548.0	Virus Rctr197k		Heunggongvirae	Uroviricota	Caudoviricetes				Virus Rctr197k	contig_489
contig_426_1	YP_009449055.1	43.8	89	44	3	61	147	45	129	9.89e-10	62.8	2023057.0	Orpheovirus IHUMI-LCC2		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Orpheoviridae	Alphaorpheovirus	Alphaorpheovirus massiliense	contig_426
contig_455_8	ARF08706.1	34.0	100	61	2	1	96	12	110	9.91e-10	62.0	1977631.0	Catovirus CTV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1	contig_455
contig_457_1	ARF08154.1	29.2	219	120	9	81	281	70	271	1.04e-09	63.9	1977631.0	Catovirus CTV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1	contig_457
contig_602_6	AYV82339.1	26.5	166	114	4	120	280	25	187	1.07e-09	63.9	2487769.0	Homavirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Homavirus sp.	contig_602
contig_823_8	AYV76607.1	34.6	81	53	0	53	133	121	201	1.07e-09	58.2	2487775.0	Terrestrivirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Terrestrivirus sp.	contig_823
contig_593_15	QDH89777.1	37.5	112	61	2	9	112	463	573	1.09e-09	64.7	1955172.0	Totiviridae sp.		Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Orthototiviridae		Totiviridae sp.	contig_593
contig_685_1	QFG74415.1	36.3	91	55	2	7	96	49	137	1.14e-09	57.4	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_685
contig_561_7	AYV77759.1	34.9	129	77	4	37	158	37	165	1.16e-09	59.3	2487765.0	Edafosvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Edafosvirus sp.	contig_561
contig_111_1	ARF12058.1	30.8	159	83	4	102	233	136	294	1.2e-09	61.6	1977640.0	Klosneuvirus KNV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1	contig_111
contig_882_1	XKM46937.1	49.3	73	34	2	4	74	404	475	1.24e-09	56.2	3378359.0	Ostreococcus tauri virus 06-12		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Ostreococcus tauri virus 06-12	contig_882
contig_29_3	ARF09753.1	39.3	89	44	3	16	94	429	517	1.39e-09	61.6	1977633.0	Indivirus ILV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Indivirus	Indivirus ILV1	contig_29
contig_1076_4	QBK86221.1	25.4	248	141	8	100	316	215	449	1.42e-09	63.2	2506603.0	Marseillevirus LCMAC102		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC102	contig_1076
contig_686_6	ULY68562.1	34.9	109	60	3	102	203	66	170	1.58e-09	58.5	2922419.0	Chlorella virus XW01		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Chlorella virus XW01	contig_686
contig_94_12	AUF82538.1	27.6	116	77	1	1	116	143	251	1.65e-09	58.5	2060617.0	Tetraselmis virus 1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Oceanusvirus	Oceanusvirus kaneohense	contig_94
contig_1052_1	YP_002154763.1	37.3	102	54	4	34	128	345	443	2.04e-09	58.2	39420.0	Feldmannia species virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Phaeovirus	Phaeovirus feldmanniae	contig_1052
contig_1118_4	WZO85486.1	38.0	92	49	3	3	94	590	673	2.05e-09	57.0	2809302.0	Chlorovirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.	contig_1118
contig_187_6	AYV83705.1	32.4	111	69	4	2	107	1	110	2.07e-09	57.0	2487770.0	Hyperionvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Hyperionvirus sp.	contig_187
contig_1157_9	AAR26884.1	26.7	135	93	2	6	136	306	438	2.24e-09	60.8	231992.0	Feldmannia irregularis virus a		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Phaeovirus	Phaeovirus irregularis	contig_1157
contig_130_15	AYV80983.1	33.5	161	90	6	12	163	8	160	2.35e-09	57.8	2487768.0	Harvfovirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Harvfovirus sp.	contig_130
contig_225_10	YP_002154639.1	31.5	111	74	1	6	114	327	437	2.4e-09	59.7	39420.0	Feldmannia species virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Phaeovirus	Phaeovirus feldmanniae	contig_225
contig_540_3	ADX06657.1	30.4	171	103	6	41	206	84	243	2.48e-09	61.2	938083.0	Organic Lake phycodnavirus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae		Organic Lake phycodnavirus	contig_540
contig_35_2	WBF70470.1	22.8	501	266	19	120	581	130	548	2.52e-09	64.3	3017316.0	Megavirus caiporensis		Bamfordvirae	Nucleocytoviricota	Megaviricetes				Megavirus caiporensis	contig_35
contig_237_4	QKF93498.1	32.5	120	74	3	49	163	63	180	2.62e-09	59.3	3070911.0	Fadolivirus FV1/VV64		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense	contig_237
contig_813_1	ARF09735.1	30.3	145	82	4	31	169	36	167	2.64e-09	59.7	1977633.0	Indivirus ILV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Indivirus	Indivirus ILV1	contig_813
contig_379_5	WNO13952.1	27.9	183	115	6	138	303	472	654	2.8e-09	62.4	3078405.0	Guapo partitivirus		Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae		Guapo partitivirus	contig_379
contig_590_7	QBK87533.1	51.1	45	22	0	1	45	54	98	2.89e-09	53.9	2506605.0	Marseillevirus LCMAC201		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC201	contig_590
contig_864_2	QDY52327.1	30.7	231	136	9	2	211	24	251	3.14e-09	59.3	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_864
contig_424_6	ARF10911.1	26.0	231	125	8	26	232	226	434	3.17e-09	60.8	1977638.0	Hokovirus HKV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Hokovirus	Hokovirus HKV1	contig_424
contig_759_5	YP_003969828.1	29.0	210	123	8	3	198	14	211	3.23e-09	62.0	693272.0	Cafeteria roenbergensis virus BV-PW1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Rheavirus	Rheavirus sinusmexicani	contig_759
contig_1188_21	WYL19072.1	23.0	343	218	10	258	577	134	453	3.32e-09	64.7	3040692.0	Pentanymphon antarcticum iridovirus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae		Pentanymphon antarcticum iridovirus	contig_1188
contig_417_10	QKF94225.1	28.2	156	104	4	180	335	721	868	3.56e-09	63.5	3070911.0	Fadolivirus FV1/VV64		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense	contig_417
contig_1164_8	AII17161.1	42.1	57	33	0	55	111	177	233	3.62e-09	55.8	1474867.0	Aureococcus anophagefferens virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	Kratosvirus	Kratosvirus quantuckense	contig_1164
contig_113_1	AYV78120.1	28.8	139	93	3	12	145	65	202	3.71e-09	58.2	2487765.0	Edafosvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Edafosvirus sp.	contig_113
contig_766_4	AYV83965.1	28.4	162	88	5	66	215	5	150	3.85e-09	62.0	2487770.0	Hyperionvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Hyperionvirus sp.	contig_766
contig_579_4	AAA47919.1	28.3	152	100	3	532	674	595	746	3.91e-09	64.3	10490.0	Tipula iridescent virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	Iridovirus	Invertebrate iridescent virus 1	contig_579
contig_726_8	YP_004063600.1	27.0	200	127	6	3	192	2	192	4.12e-09	60.8	696472.0	Ostreococcus tauri virus 2		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Ostreococcus tauri virus 2	contig_726
contig_232_6	AGE53061.1	25.1	255	145	10	7	257	13	225	4.17e-09	59.3	1278255.0	Paramecium bursaria Chlorella virus Fr5L		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Paramecium bursaria Chlorella virus Fr5L	contig_232
contig_593_1	YP_803294.1	33.5	185	114	6	5	184	23	203	4.47e-09	58.5	328615.0	Trichoplusia ni ascovirus 2c		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Ascoviridae	Ascovirus	Trichoplusia ni ascovirus 2c	contig_593
contig_6_6	AQN68205.1	27.4	201	128	6	15	205	52	244	4.5e-09	61.6	1956188.0	Saudi moumouvirus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Moumouvirus	Saudi moumouvirus	contig_6
contig_257_2	YP_007676318.1	34.0	100	63	2	41	138	87	185	5.26e-09	59.3	755272.0	Micromonas pusilla virus 12T		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Micromonas pusilla virus 12T	contig_257
contig_517_12	WRJ69478.1	32.8	116	72	3	12	121	214	329	5.28e-09	56.2	3045048.0	Oceanusvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Oceanusvirus	Oceanusvirus sp.	contig_517
contig_235_7	ARF11691.1	24.8	242	160	9	92	324	78	306	5.36e-09	61.6	1977640.0	Klosneuvirus KNV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1	contig_235
contig_211_13	AOP31297.1	24.7	308	168	12	15	306	13	272	5.41e-09	60.1	10256.0	Raccoonpox virus		Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Orthopoxvirus raccoonpox	contig_211
contig_431_11	ARF09069.1	29.4	126	85	1	31	152	50	175	5.45e-09	60.1	1977631.0	Catovirus CTV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1	contig_431
contig_73_8	APU88871.1	34.2	111	69	2	39	149	18	124	5.69e-09	57.8	1924548.0	Virus Rctr197k		Heunggongvirae	Uroviricota	Caudoviricetes				Virus Rctr197k	contig_73
contig_603_7	XCJ77241.1	32.8	131	76	6	20	148	19	139	5.87e-09	59.7	2008368.0	Micromonas polaris virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae		Micromonas polaris virus	contig_603
contig_273_9	QKF94757.1	30.2	159	105	3	18	172	132	288	6e-09	58.9	3070911.0	Fadolivirus FV1/VV64		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense	contig_273
contig_606_6	AYV75222.1	21.9	192	103	5	177	355	15	172	6.1e-09	61.2	2487775.0	Terrestrivirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Terrestrivirus sp.	contig_606
contig_447_2	QFG74715.1	28.1	203	110	8	72	256	62	246	6.38e-09	59.3	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_447
contig_344_1	AAR26884.1	27.2	125	87	2	5	126	315	438	7.23e-09	58.9	231992.0	Feldmannia irregularis virus a		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Phaeovirus	Phaeovirus irregularis	contig_344
contig_727_11	ATZ80870.1	41.0	78	42	1	65	142	33	106	7.46e-09	57.0	2024608.0	Bodo saltans virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Theiavirus	Theiavirus salishense	contig_727
contig_1105_6	AYV84917.1	31.4	137	82	4	47	183	72	196	7.79e-09	59.7	2487771.0	Satyrvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Satyrvirus sp.	contig_1105
contig_333_8	AYV80835.1	23.2	250	180	7	4	249	63	304	8.83e-09	58.9	2487768.0	Harvfovirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Harvfovirus sp.	contig_333
contig_1041_12	AYV77401.1	43.1	65	34	2	123	186	202	264	8.84e-09	57.4	2487764.0	Dasosvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Dasosvirus sp.	contig_1041
contig_360_6	AUI40168.1	42.7	75	40	1	154	225	44	118	9.84e-09	58.9	47929.0	macacine betaherpesvirus 3		Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3	contig_360
contig_484_7	ATZ80657.1	35.1	97	56	2	22	118	3	92	1.15e-08	55.5	2024608.0	Bodo saltans virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Theiavirus	Theiavirus salishense	contig_484
contig_640_10	YP_009001498.1	29.5	112	72	2	24	135	574	678	1.16e-08	59.7	62099.0	Alphaentomopoxvirus acuprea		Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea	contig_640
contig_1043_23	QKF94322.1	29.8	124	82	2	51	170	632	754	1.3e-08	57.8	3070911.0	Fadolivirus FV1/VV64		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense	contig_1043
contig_340_12	QOR60244.1	21.5	381	215	16	3	307	142	514	1.51e-08	59.7	2530038.0	Bathycoccus sp. RCC716 virus 1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Bathycoccus sp. RCC716 virus 1	contig_340
contig_1081_8	QBK87088.1	28.9	166	109	5	6	165	351	513	1.55e-08	58.5	2506604.0	Marseillevirus LCMAC103		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC103	contig_1081
contig_815_12	APU88852.1	44.3	79	42	2	149	225	509	587	1.61e-08	58.2	1924548.0	Virus Rctr197k		Heunggongvirae	Uroviricota	Caudoviricetes				Virus Rctr197k	contig_815
contig_1081_7	QBK87088.1	29.2	219	117	8	351	556	351	544	1.69e-08	61.6	2506604.0	Marseillevirus LCMAC103		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC103	contig_1081
contig_736_1	BAD00047.1	29.2	178	112	8	13	183	324	494	1.7e-08	57.8	3052230.0	Hepacivirus hominis		Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Hepacivirus	Hepacivirus hominis	contig_736
contig_72_8	ANZ57016.2	44.2	77	42	1	141	217	31	106	1.84e-08	60.5	575979.0	Pike-perch iridovirus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	Ranavirus	Ranavirus alytes1	contig_72
contig_492_2	AUF82410.1	25.3	158	112	2	169	324	175	328	1.88e-08	59.3	2060617.0	Tetraselmis virus 1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Oceanusvirus	Oceanusvirus kaneohense	contig_492
contig_881_2	QDH91039.1	74.3	35	9	0	68	102	1	35	1.88e-08	57.4	2587224.0	Mitovirus sp.		Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Mitovirus	Mitovirus sp.	contig_881
contig_991_13	AII16945.1	33.7	98	48	3	123	211	63	152	1.89e-08	55.8	1474867.0	Aureococcus anophagefferens virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	Kratosvirus	Kratosvirus quantuckense	contig_991
contig_204_10	QOI90377.1	39.4	66	35	2	4	64	38	103	1.98e-08	50.4	455367.0	Pyramimonas orientalis virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Heliosvirus	Heliosvirus raunefjordenense	contig_204
contig_1150_21	AYV76247.1	26.4	208	108	7	160	322	288	495	2.37e-08	59.7	2487775.0	Terrestrivirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Terrestrivirus sp.	contig_1150
contig_305_3	ARF09515.1	29.3	140	83	6	29	159	231	363	2.42e-08	55.8	1977633.0	Indivirus ILV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Indivirus	Indivirus ILV1	contig_305
contig_593_17	AEX61693.1	27.3	176	100	6	1	155	1	169	2.48e-08	57.8	1128135.0	Megavirus courdo7		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Megavirus	Megavirus courdo7	contig_593
contig_769_19	AYV82419.1	51.1	45	22	0	6	50	112	156	2.49e-08	52.0	2487769.0	Homavirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Homavirus sp.	contig_769
