qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	staxids	organism_name	superkingdom	kingdom	phylum	class	order	family	genus	species
contig_383_35	QDY52220.1	35.2	213	117	6	4	208	334	533	1.08e-25	108.0	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_383_39	BCS82726.1	25.5	294	187	10	63	330	70	357	8.46e-16	82.8	2811091.0	Cotonvirus japonicus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Cotonvirus	Cotonvirus japonicum
contig_383_40	QFG74715.1	36.3	245	142	5	1	232	1	244	3.44e-40	142.0	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_383_48	WZH59205.1	62.5	64	24	0	428	491	1	64	4.22e-18	84.0	3130069.0	Ripavent virus	N/A	Orthornavirae	Lenarviricota	Leviviricetes	N/A	N/A	N/A	Ripavent virus
contig_383_66	UUT40455.1	48.4	91	46	1	5	94	2	92	2.08e-21	90.5	2971331.0	carnivorous sponge associated iridovirus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	N/A	carnivorous sponge associated iridovirus
contig_383_67	UUT40455.1	47.5	276	124	3	1	259	94	365	5.7e-77	243.0	2971331.0	carnivorous sponge associated iridovirus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	N/A	carnivorous sponge associated iridovirus
contig_383_81	ARF10911.1	26.4	261	176	7	196	443	206	463	2.05e-11	70.5	1977638.0	Hokovirus HKV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Hokovirus	Hokovirus HKV1
contig_394_15	CAE02704.1	25.5	509	295	13	24	460	24	520	4.2799999999999993e-23	106.0	4952.0	Yarrowia lipolytica	Eukaryota	Fungi	Ascomycota	Dipodascomycetes	Dipodascales	N/A	Yarrowia	Yarrowia lipolytica
contig_42_4	YP_009001498.1	24.7	259	163	7	357	615	465	691	6.62e-14	79.7	62099.0	Alphaentomopoxvirus acuprea	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea
contig_42_5	QKF94253.1	23.3	202	129	4	29	229	330	506	2.61e-09	61.6	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_42_6	ABY48135.1	28.0	232	139	7	480	704	422	632	1.54e-09	65.9	3880.0	Medicago truncatula	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	Medicago truncatula
contig_42_7	QKU34342.1	24.2	360	242	10	15	343	48	407	2.78e-12	71.6		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_42_14	QBK91514.1	28.0	143	103	0	5	147	1	143	7.66e-07	49.7	2506593.0	Pithovirus LCPAC302	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCPAC302
contig_42_18	AYV82542.1	31.6	250	159	6	3	247	64	306	5.43e-14	73.9	2487770.0	Hyperionvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Hyperionvirus sp.
contig_42_20	QBK87243.1	31.5	111	74	2	8	118	468	576	8.69e-06	50.1	2506605.0	Marseillevirus LCMAC201	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC201
contig_430_19	AII17208.1	24.2	575	291	15	505	1070	85	523	1.68e-29	132.0	1474867.0	Aureococcus anophagefferens virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	Kratosvirus	Kratosvirus quantuckense
contig_430_21	AYV86332.1	33.1	118	71	3	193	305	38	152	1.78e-12	68.2	2487773.0	Solumvirus sp.	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Solumvirus sp.
contig_430_29	AYV76548.1	26.0	327	204	12	160	463	199	510	1.27e-17	90.5	2487775.0	Terrestrivirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Terrestrivirus sp.
contig_430_43	QBP06726.1	27.8	212	143	5	52	260	71	275	4.53e-13	71.2	1663209.0	Ostreococcus lucimarinus virus 7	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Ostreococcus lucimarinus virus 7
contig_430_44	YP_009448796.1	28.3	99	70	1	169	266	85	183	1.5e-08	57.8	2023057.0	Orpheovirus IHUMI-LCC2	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Orpheoviridae	Alphaorpheovirus	Alphaorpheovirus massiliense
contig_430_47	ABY48138.1	29.3	215	131	7	18	223	49	251	6.12e-14	75.5	3880.0	Medicago truncatula	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	Medicago truncatula
contig_430_51	QBP06726.1	24.7	219	146	5	54	268	69	272	1.1e-13	73.2	1663209.0	Ostreococcus lucimarinus virus 7	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Ostreococcus lucimarinus virus 7
contig_430_52	QBK86945.1	55.8	251	107	2	20	269	34	281	1.0800000000000001e-85	261.0	2506604.0	Marseillevirus LCMAC103	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC103
contig_430_53	QBK87867.1	25.0	200	139	5	90	281	3	199	4.56e-06	52.0	2506606.0	Marseillevirus LCMAC202	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC202
contig_430_54	QFG74616.1	30.1	286	194	3	1	285	2	282	1.51e-32	130.0	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_433_21	QDY52327.1	38.4	112	63	2	126	231	155	266	3.62e-10	62.8	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_434_10	AEX61833.1	34.1	129	68	5	75	201	28	141	5.21e-07	51.6	1128135.0	Megavirus courdo7	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Megavirus	Megavirus courdo7
contig_445_7	QBK92036.1	29.5	237	158	7	2	230	15	250	1.72e-16	85.5	2506594.0	Pithovirus LCPAC304	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCPAC304
contig_445_10	YP_009430141.1	38.8	183	102	3	6	182	756	934	1.25e-26	112.0	1349410.0	Pandoravirus salinus	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus salinus
contig_445_12	APU89130.1	32.1	212	118	5	215	417	150	344	3.84e-21	98.2	1924550.0	Virus Rctr71	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Virus Rctr71
contig_445_44	QDY52462.1	22.3	363	226	10	38	362	29	373	4.61e-07	55.8	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_445_58	ARF11401.1	34.3	242	147	5	394	631	339	572	3.5200000000000003e-29	127.0	1977640.0	Klosneuvirus KNV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1
contig_45_4	QFG73958.1	41.0	78	43	2	3	78	495	571	2.59e-10	58.5	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_45_7	XHA87591.1	62.3	77	29	0	2	78	20	96	9.569999999999999e-23	90.1	3348870.0	Qianjiang picobirna-like virus 2	N/A	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	N/A	Qianjiang picobirna-like virus 2
contig_45_8	XHA87591.1	63.3	79	29	0	102	180	18	96	1.13e-21	91.3	3348870.0	Qianjiang picobirna-like virus 2	N/A	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	N/A	Qianjiang picobirna-like virus 2
contig_471_2	AGE55821.1	28.5	376	223	13	1	346	1	360	3.960000000000001e-43	156.0	1278272.0	Acanthocystis turfacea Chlorella virus MN0810.1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Acanthocystis turfacea Chlorella virus MN0810.1
contig_471_3	AGE49085.1	37.5	299	166	5	8	292	6	297	4.09e-58	191.0	1278268.0	Acanthocystis turfacea Chlorella virus Br0604L	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Acanthocystis turfacea Chlorella virus Br0604L
contig_471_9	QKF94408.1	31.0	245	155	5	10	248	7	243	1.81e-23	99.0	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_471_12	WRJ69895.1	40.3	365	203	4	10	363	4	364	3.08e-82	258.0	3045048.0	Oceanusvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Oceanusvirus	Oceanusvirus sp.
contig_508_3	QBK87243.1	28.9	121	82	3	1	119	468	586	3.69e-06	51.2	2506605.0	Marseillevirus LCMAC201	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC201
contig_508_14	BCU03334.1	31.4	169	106	3	46	212	82	242	6.19e-14	72.4	2823154.0	Pandoravirus japonicus	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus japonicus
contig_508_23	QBK87449.1	32.5	228	150	4	56	281	77	302	4.4800000000000004e-32	124.0	2506605.0	Marseillevirus LCMAC201	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC201
contig_515_2	QOI90377.1	40.9	66	33	2	4	63	38	103	6.8e-09	51.6	455367.0	Pyramimonas orientalis virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Heliosvirus	Heliosvirus raunefjordenense
contig_515_3	AGE49131.1	33.6	271	159	4	54	303	59	329	4.14e-39	144.0	1278268.0	Acanthocystis turfacea Chlorella virus Br0604L	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Acanthocystis turfacea Chlorella virus Br0604L
contig_515_4	QKF94253.1	25.7	533	317	14	79	573	19	510	1.4300000000000002e-35	144.0	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_515_5	BCS83303.1	45.3	117	60	2	2	117	15	128	4.19e-26	105.0	2811091.0	Cotonvirus japonicus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Cotonvirus	Cotonvirus japonicum
contig_534_7	YP_803294.1	32.3	248	157	7	8	249	23	265	4.03e-19	87.8	328615.0	Trichoplusia ni ascovirus 2c	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Ascoviridae	Ascovirus	Trichoplusia ni ascovirus 2c
contig_534_10	QKF94238.1	36.9	160	83	7	3	148	75	230	7.35e-17	83.6	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_534_19	YP_009174434.1	47.7	65	31	1	11	75	2	63	6.46e-10	63.2	1586715.0	Yellowstone lake phycodnavirus 3	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Yellowstone lake phycodnavirus 3
contig_534_22	YP_009329403.1	33.2	190	108	4	281	465	33	208	6.54e-14	78.2	1903266.0	Cedratvirus A11	N/A	N/A	N/A	N/A	N/A	N/A	Alphacedratvirus	Alphacedratvirus aljazairmassiliense
contig_534_27	CAD21956.1	32.6	218	119	8	43	237	59	271	5.36e-22	95.1	2847087.0	GB virus-B	N/A	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Hepacivirus	Hepacivirus platyrrhini
contig_534_30	AYV82542.1	24.1	249	171	6	3	243	65	303	9.99e-07	53.1	2487770.0	Hyperionvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Hyperionvirus sp.
contig_534_34	BBI30359.1	27.8	482	299	11	6	469	9	459	1.63e-41	157.0	3114988.0	Acanthamoeba castellanii medusavirus J1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	N/A	Mamonoviridae	Medusavirus	Medusavirus medusae
contig_534_38	AYV81649.1	28.7	129	85	4	38	161	34	160	3.72e-07	55.1	2487768.0	Harvfovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Harvfovirus sp.
contig_534_40	XCJ76976.1	35.9	142	83	3	7	146	2	137	5.58e-19	84.3	2008368.0	Micromonas polaris virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	N/A	Micromonas polaris virus
contig_534_47	WIF15735.1	28.7	188	123	3	46	228	5	186	4.47e-14	73.9	205075.0	Candidatus Rickettsia tarasevichiae	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Candidatus Rickettsia tarasevichiae
contig_534_50	CCQ71110.1	22.6	536	348	17	560	1058	29	534	1.78e-13	79.0	51543.0	Cotesia congregata	Eukaryota	Metazoa	Arthropoda	Insecta	Hymenoptera	Braconidae	Cotesia	Cotesia congregata
contig_534_62	ARF12058.1	24.5	433	270	14	20	406	42	463	1.98e-17	87.8	1977640.0	Klosneuvirus KNV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1
contig_536_2	QKU33701.1	47.9	48	23	1	1	48	1083	1128	2.94e-07	48.1		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_536_14	CAE02702.1	28.8	330	218	7	20	334	63	390	5.299999999999999e-40	153.0	4952.0	Yarrowia lipolytica	Eukaryota	Fungi	Ascomycota	Dipodascomycetes	Dipodascales	N/A	Yarrowia	Yarrowia lipolytica
contig_536_24	QDY52327.1	27.3	249	160	5	7	237	21	266	4.56e-17	82.0	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_536_28	QBK88329.1	27.2	232	146	9	8	230	72	289	6.17e-09	61.2	2506606.0	Marseillevirus LCMAC202	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC202
contig_539_7	YP_009001498.1	41.4	58	34	0	66	123	1319	1376	9.7e-11	61.6	62099.0	Alphaentomopoxvirus acuprea	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea
contig_551_21	AII17208.1	23.4	580	316	10	471	1048	86	539	2.25e-35	150.0	1474867.0	Aureococcus anophagefferens virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	Kratosvirus	Kratosvirus quantuckense
contig_551_34	ADB85364.1	42.6	371	207	3	1	368	8	375	4.1600000000000003e-109	327.0	38705.0	Phyllostachys edulis	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Phyllostachys	Phyllostachys edulis
contig_551_35	BBI30359.1	27.9	463	246	16	34	429	10	451	1.48e-27	117.0	3114988.0	Acanthamoeba castellanii medusavirus J1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	N/A	Mamonoviridae	Medusavirus	Medusavirus medusae
contig_551_38	WYD65821.1	26.1	602	329	22	92	650	58	586	9.800000000000001e-29	126.0	10497.0	African swine fever virus	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	Asfarviridae	Asfivirus	Asfivirus haemorrhagiae
contig_551_39	YP_008437739.1	24.7	247	163	6	69	299	91	330	2.35e-09	62.0	1349410.0	Pandoravirus salinus	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus salinus
contig_551_51	QBK90599.1	30.8	107	74	0	1	107	44	150	5.15e-11	63.2	2506589.0	Pithovirus LCPAC104	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCPAC104
contig_574_4	WZO89825.1	26.4	307	192	8	14	309	325	608	1.81e-15	83.6	2809302.0	Chlorovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.
contig_574_11	YP_002154639.1	27.9	111	76	1	4	110	327	437	1.01e-07	55.5	39420.0	Feldmannia species virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Phaeovirus	Phaeovirus feldmanniae
contig_578_3	QDY52194.1	26.5	260	173	7	110	354	141	397	2.82e-18	90.9	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_578_4	WGU26825.1	29.6	531	343	14	6	510	19	544	3.7799999999999995e-48	178.0	4568.0	Triticum monococcum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Triticum	Triticum monococcum
contig_585_12	ATZ80629.1	32.8	268	151	7	31	286	74	324	1.3300000000000001e-27	116.0	2024608.0	Bodo saltans virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Theiavirus	Theiavirus salishense
contig_585_13	ATZ80629.1	37.8	82	44	2	2	82	376	451	8.45e-11	60.1	2024608.0	Bodo saltans virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Theiavirus	Theiavirus salishense
contig_585_25	ARF09735.1	28.7	261	171	3	1	259	1	248	1.2099999999999999e-30	119.0	1977633.0	Indivirus ILV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Indivirus	Indivirus ILV1
contig_598_3	QFG74155.1	43.7	339	176	9	9	340	6	336	1.24e-76	242.0	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_598_4	QBK87745.1	33.7	258	158	5	78	329	76	326	5.480000000000001e-32	127.0	2506606.0	Marseillevirus LCMAC202	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC202
contig_598_5	UMO79210.1	51.2	43	21	0	4	46	120	162	7.73e-07	46.2	2847767.0	Pandoravirus belohorizontensis	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus belohorizontensis
contig_598_7	YP_009430166.1	51.9	54	26	0	11	64	241	294	1.13e-08	53.1	1349409.0	Pandoravirus dulcis	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus dulcis
contig_598_8	BCU03170.1	45.3	95	52	0	4	98	2	96	8.17e-24	97.8	2823154.0	Pandoravirus japonicus	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus japonicus
contig_598_26	AYV76227.1	37.0	127	69	6	6	125	5	127	2.53e-10	60.5	2487775.0	Terrestrivirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Terrestrivirus sp.
contig_598_29	ARF09753.1	32.7	318	199	7	1	309	1	312	4.63e-46	169.0	1977633.0	Indivirus ILV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Indivirus	Indivirus ILV1
contig_598_51	QKU33721.1	51.5	130	63	0	25	154	384	513	2.81e-35	131.0		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_629_3	QKF94253.1	31.6	507	313	11	18	511	21	506	4.719999999999999e-68	234.0	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_629_4	APU88852.1	30.7	612	290	16	229	736	4	585	5e-64	228.0	1924548.0	Virus Rctr197k	N/A	Heunggongvirae	Uroviricota	Caudoviricetes	N/A	N/A	N/A	Virus Rctr197k
contig_629_9	QBK87088.1	28.1	196	122	7	364	542	351	544	1.05e-07	58.9	2506604.0	Marseillevirus LCMAC103	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC103
contig_629_11	YP_009449055.1	31.2	282	171	7	2	261	6	286	5.1400000000000004e-26	108.0	2023057.0	Orpheovirus IHUMI-LCC2	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Orpheoviridae	Alphaorpheovirus	Alphaorpheovirus massiliense
contig_634_7	AYV77848.1	41.2	170	99	1	51	220	10	178	4.26e-38	134.0	2487765.0	Edafosvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Edafosvirus sp.
contig_634_8	QBK88329.1	32.0	222	136	5	368	589	69	275	4.2500000000000004e-21	97.8	2506606.0	Marseillevirus LCMAC202	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC202
contig_634_9	ARR74961.1	27.0	466	306	13	35	484	59	506	2.17e-28	124.0	1988039.0	Mimivirus AB-566-O17	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Mimivirus	Mimivirus AB-566-O17
contig_634_11	CAA60720.1	41.9	167	93	1	6	168	6	172	1.7299999999999997e-42	143.0	4932.0	Saccharomyces cerevisiae	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
contig_634_12	WWV86857.1	37.1	105	61	2	32	131	27	131	7.17e-20	84.3	1530251.0	Picornaviridae sp.	N/A	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	N/A	Picornaviridae sp.
contig_642_4	AYV76198.1	30.7	436	258	13	18	429	24	439	5.46e-51	183.0	2487775.0	Terrestrivirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Terrestrivirus sp.
contig_656_2	QFG74155.1	41.3	75	42	1	13	85	261	335	3.62e-09	55.5	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_656_3	QFG74155.1	43.1	225	125	2	4	227	3	225	4.31e-51	173.0	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_666_10	WZH61605.1	34.6	104	67	1	252	355	49	151	9.71e-10	61.6	3131568.0	Sonahax virus	N/A	Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	N/A	Sonahax virus
contig_666_20	QKF94378.1	37.6	194	108	2	1	188	1	187	1.4699999999999999e-38	135.0	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_666_27	AYV78072.1	37.7	491	285	7	5	490	8	482	1.02e-109	337.0	2487765.0	Edafosvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Edafosvirus sp.
contig_666_29	YP_009119842.1	26.8	407	256	19	7	380	12	409	8.729999999999999e-23	102.0	1605721.0	Pandoravirus inopinatum	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus inopinatum
contig_667_3	BAE72466.1	30.8	169	96	7	675	823	7	174	6.8e-12	68.9	326484.0	Norovirus Hu/Kolkata/V1370	N/A	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norovirus norwalkense
contig_678_4	QBK86013.1	32.9	359	219	10	283	627	27	377	6.78e-45	173.0	2506602.0	Marseillevirus LCMAC101	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC101
contig_678_7	ARF10911.1	28.4	538	338	10	795	1291	194	725	4.1299999999999994e-42	173.0	1977638.0	Hokovirus HKV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Hokovirus	Hokovirus HKV1
contig_678_10	AUI39789.1	27.7	166	116	2	66	230	27	189	7.05e-15	74.3	47929.0	macacine betaherpesvirus 3	N/A	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3
contig_678_16	ADX06521.1	29.4	197	127	6	8	200	95	283	4.48e-10	63.9	938083.0	Organic Lake phycodnavirus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	N/A	Organic Lake phycodnavirus
contig_678_28	AQN68547.1	26.0	196	126	4	23	214	54	234	2.07e-11	67.0	1956188.0	Saudi moumouvirus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Moumouvirus	Saudi moumouvirus
contig_678_30	ARF09951.1	25.1	219	137	8	32	225	72	288	1.14e-09	62.8	1977633.0	Indivirus ILV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Indivirus	Indivirus ILV1
contig_678_36	AOP31334.1	23.5	605	381	19	87	667	207	753	7.76e-28	124.0	10256.0	Raccoonpox virus	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Orthopoxvirus raccoonpox
contig_678_38	XAO13518.1	37.8	196	113	3	233	428	1	187	3.16e-33	128.0	3111543.0	Mantoniella tinhauana virus 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Mantoniella tinhauana virus 1
