tax_id,rank,name,spades_reads,spades_percent,megahit_reads,megahit_percent,total_reads
1124578,S1,Bacillus phage phIS3501,1.0,0.0,0.0,0.0,1.0
1195070,S,Keshuvirus macncheese,1.0,0.0,0.0,0.0,1.0
1177632,S,Salmonella phage SSU5,0.0,0.0,1.0,0.0,1.0
1175663,S2,Pseudomonas phage PaMx74,1.0,0.0,0.0,0.0,1.0
2843403,G,Konstantinevirus,1.0,0.0,0.0,0.0,1.0
2846182,S,Muldoonvirus muldoon,1.0,0.0,0.0,0.0,1.0
2846069,S,Aoqinvirus RD1410W101,1.0,0.0,0.0,0.0,1.0
2846038,S,Anchaingvirus anchaing,1.0,0.0,0.0,0.0,1.0
2845969,S,Zurivirus zuri,1.0,0.0,0.0,0.0,1.0
2845734,S,Dragolirvirus dragolir,1.0,0.0,0.0,0.0,1.0
2845706,S,Ollusvirus coleopteri,1.0,0.0,0.0,0.0,1.0
2845690,S,Ravarandavirus kac68v161,1.0,0.0,0.0,0.0,1.0
2843789,S,Camtrevirus S3501,1.0,0.0,0.0,0.0,1.0
2843734,S,Laroyevirus wheelbite,1.0,0.0,0.0,0.0,1.0
2843733,S,Vibakivirus vibaki,1.0,0.0,0.0,0.0,1.0
2843724,S,Klausavirus dryang,1.0,0.0,0.0,0.0,1.0
2843630,S,Acajnonavirus acj9,1.0,0.0,0.0,0.0,1.0
2843471,G,Vibakivirus,1.0,0.0,0.0,0.0,1.0
2843444,G,Ravarandavirus,1.0,0.0,0.0,0.0,1.0
2844179,S,Xuanwuvirus xv520873,0.0,0.0,1.0,0.0,1.0
2842921,G,Ollusvirus,1.0,0.0,0.0,0.0,1.0
2842820,G,Lazarusvirus,1.0,0.0,0.0,0.0,1.0
2842786,G,Kaypoctavirus,1.0,0.0,0.0,0.0,1.0
2842776,G,Jhansiroadvirus,1.0,0.0,0.0,0.0,1.0
2842730,G,Hicfunavirus,1.0,0.0,0.0,0.0,1.0
2849972,S1,Klebsiella phage BUCT_47333,1.0,0.0,0.0,0.0,1.0
2849700,S1,Citrobacter phage HCF1,1.0,0.0,0.0,0.0,1.0
2848082,S2,simian adenovirus 55,1.0,0.0,0.0,0.0,1.0
2847059,S1,Escherichia phage 4A7,1.0,0.0,0.0,0.0,1.0
2846602,S,Jhansiroadvirus gwaliVC1,1.0,0.0,0.0,0.0,1.0
2846407,S1,Streptomyces virus Wofford,1.0,0.0,0.0,0.0,1.0
2843363,G,Camtrevirus,1.0,0.0,0.0,0.0,1.0
2843360,G,Bievrevirus,1.0,0.0,0.0,0.0,1.0
2843162,G,Zurivirus,1.0,0.0,0.0,0.0,1.0
2843122,G,Waedenswilvirus,1.0,0.0,0.0,0.0,1.0
2843425,G,Muldoonvirus,1.0,0.0,0.0,0.0,1.0
2841302,S,Tedavirus A829,1.0,0.0,0.0,0.0,1.0
2841280,G,Tedavirus,1.0,0.0,0.0,0.0,1.0
2836086,S1,Rhizobium phage RHph_X2_28B,0.0,0.0,1.0,0.0,1.0
2883942,S1,Burkholderia phage phiE255,1.0,0.0,0.0,0.0,1.0
2881400,S1,Burkholderia phage phi644-2,1.0,0.0,0.0,0.0,1.0
2881398,S1,Burkholderia phage DC1,1.0,0.0,0.0,0.0,1.0
2877946,S1,Alcaligenes phage vB_Af_QDWS595,1.0,0.0,0.0,0.0,1.0
2874886,S,Klebsiella phage VLCpiS13b,1.0,0.0,0.0,0.0,1.0
2871538,S1,Gordonia phage ChisanaKitsune,1.0,0.0,0.0,0.0,1.0
2866684,S1,Shewanella phage vB_SspM_M16-3,1.0,0.0,0.0,0.0,1.0
2842657,G,Dragolirvirus,1.0,0.0,0.0,0.0,1.0
2842544,G,Aoqinvirus,1.0,0.0,0.0,0.0,1.0
2842539,G,Acajnonavirus,1.0,0.0,0.0,0.0,1.0
2842525,C1,Gochnauervirinae,1.0,0.0,0.0,0.0,1.0
2842422,F1,Rhodovirinae,1.0,0.0,0.0,0.0,1.0
2843015,G,Saikungvirus,1.0,0.0,0.0,0.0,1.0
2811091,S1,Cotonvirus japonicus,1.0,0.0,0.0,0.0,1.0
2806547,S1,Klebsiella phage vB_KpnP_P184,1.0,0.0,0.0,0.0,1.0
2801895,S1,Mycobacterium phage OhShagHennessy,1.0,0.0,0.0,0.0,1.0
2794947,S1,Gordonia phage Lilbeanie,1.0,0.0,0.0,0.0,1.0
2788857,O1,unclassified Zurhausenvirales,1.0,0.0,0.0,0.0,1.0
2908744,S1,Aeromonas phage pAEv1810,0.0,0.0,1.0,0.0,1.0
2907833,S1,Mycobacterium phage Corndog,1.0,0.0,0.0,0.0,1.0
2907832,S1,Mycobacterium phage Che9c,1.0,0.0,0.0,0.0,1.0
2905963,S1,Salmonella phage ST64T,0.0,0.0,1.0,0.0,1.0
2905945,S1,Pseudomonas phage phiKZ,1.0,0.0,0.0,0.0,1.0
2902842,S1,Mycobacterium phage Babsiella,1.0,0.0,0.0,0.0,1.0
2885909,S1,Bordetella phage BPP-1,1.0,0.0,0.0,0.0,1.0
2842412,F1,Enquatrovirinae,1.0,0.0,0.0,0.0,1.0
2842407,F1,Alpharhabdovirinae,1.0,0.0,0.0,0.0,1.0
2842373,G,Anchaingvirus,1.0,0.0,0.0,0.0,1.0
2842313,F,Aliusviridae,1.0,0.0,0.0,0.0,1.0
2781608,S1,Synechococcus phage S-SRM01,1.0,0.0,0.0,0.0,1.0
2776868,S,Microbacterium phage Quenya,1.0,0.0,0.0,0.0,1.0
2775045,S1,Mycobacterium phage phiT46-1,1.0,0.0,0.0,0.0,1.0
2772077,S1,uncultured phage cr127_1,1.0,0.0,0.0,0.0,1.0
2772023,S,Microbacterium phage AnnaLie,1.0,0.0,0.0,0.0,1.0
2770328,G1,unclassified Shapirovirus,1.0,0.0,0.0,0.0,1.0
2767587,S1,Streptomyces phage Sitrop,1.0,0.0,0.0,0.0,1.0
2767576,S1,Streptomyces phage Salutena,1.0,0.0,0.0,0.0,1.0
2927984,S1,Caulobacter phage CcrSwift,1.0,0.0,0.0,0.0,1.0
2927982,S1,Mycobacterium phage MacnCheese,1.0,0.0,0.0,0.0,1.0
2923007,S1,Mycobacterium phage Saintus,1.0,0.0,0.0,0.0,1.0
2922996,S1,Mycobacterium phage Perseus,1.0,0.0,0.0,0.0,1.0
2918926,S1,Yersinia phage vB_YenM_42.18,1.0,0.0,0.0,0.0,1.0
2914172,S1,Burkholderia phage PhiBP82.2,1.0,0.0,0.0,0.0,1.0
2914024,S1,Yersinia phage vB_YenM_324,1.0,0.0,0.0,0.0,1.0
2836048,S1,Microbacterium phage Footloose,1.0,0.0,0.0,0.0,1.0
2762280,S1,Gordonia phage Rabbitrun,1.0,0.0,0.0,0.0,1.0
2759719,S1,Ralstonia phage Anchaing,1.0,0.0,0.0,0.0,1.0
2752797,G1,unclassified Saclayvirus,1.0,0.0,0.0,0.0,1.0
2748235,S1,Zaliv Terpeniya virus,1.0,0.0,0.0,0.0,1.0
2747320,S,Alphapleolipovirus thailandense,1.0,0.0,0.0,0.0,1.0
2743994,S2,Mycobacterium phage Gail,1.0,0.0,0.0,0.0,1.0
2942973,F1,Doltivirinae,1.0,0.0,0.0,0.0,1.0
2942963,F,Crevaviridae,1.0,0.0,0.0,0.0,1.0
2939131,S1,Xanthomonas phage Mallos,1.0,0.0,0.0,0.0,1.0
2939039,S1,Salmonella phage STYP1,1.0,0.0,0.0,0.0,1.0
2939038,S,Peduovirus STYP1,1.0,0.0,0.0,0.0,1.0
2933796,S1,Olene mendosa nucleopolyhedrovirus,1.0,0.0,0.0,0.0,1.0
2930315,S1,Stenotrophomonas phage A1432,1.0,0.0,0.0,0.0,1.0
2928683,S1,Pseudomonas phage H66,1.0,0.0,0.0,0.0,1.0
2927991,S1,Mycobacterium phage Rebeuca,1.0,0.0,0.0,0.0,1.0
2783673,S1,Synechococcus phage S-H38,1.0,0.0,0.0,0.0,1.0
2734594,G,Uukuvirus,1.0,0.0,0.0,0.0,1.0
2734288,S1,Bordetella virus CN2,1.0,0.0,0.0,0.0,1.0
2734278,S,Seussvirus seuss,1.0,0.0,0.0,0.0,1.0
2734276,S,Schnabeltiervirus schnabeltier,1.0,0.0,0.0,0.0,1.0
2734273,S,Samwavirus samW,0.0,0.0,1.0,0.0,1.0
2734261,S,Neferthenavirus neferthena,1.0,0.0,0.0,0.0,1.0
2734258,S,Montyvirus stevefrench,1.0,0.0,0.0,0.0,1.0
2734251,S,Maxrubnervirus PMBT3,0.0,0.0,1.0,0.0,1.0
2946180,F,Haloferuviridae,1.0,0.0,0.0,0.0,1.0
2946169,F,Saparoviridae,1.0,0.0,0.0,0.0,1.0
2946157,F,Duneviridae,1.0,0.0,0.0,0.0,1.0
2943014,G,Phobosvirus,1.0,0.0,0.0,0.0,1.0
2943002,G,Broinstvirus,0.0,0.0,1.0,0.0,1.0
2767565,S1,Streptomyces phage Faust,1.0,0.0,0.0,0.0,1.0
2763102,S1,Enterococcus phage 9183,1.0,0.0,0.0,0.0,1.0
2762281,S1,Mycobacterium phage Aziz,1.0,0.0,0.0,0.0,1.0
2734074,S,Simpcentumvirus Smp131,1.0,0.0,0.0,0.0,1.0
2734064,S,Felsduovirus SEN8,1.0,0.0,0.0,0.0,1.0
2734061,S,Entnonagintavirus ENT90,1.0,0.0,0.0,0.0,1.0
2733950,S,Powvirus S08C41,1.0,0.0,0.0,0.0,1.0
2733363,S,Tunggulvirus f2,1.0,0.0,0.0,0.0,1.0
2733220,G,Vojvodinavirus,1.0,0.0,0.0,0.0,1.0
2946634,C1,Kantovirinae,1.0,0.0,0.0,0.0,1.0
2946633,F1,Heptrevirinae,1.0,0.0,0.0,0.0,1.0
2946623,C1,Andrewesvirinae,1.0,0.0,0.0,0.0,1.0
2734241,S,Juiceboxvirus juicebox,0.0,0.0,1.0,0.0,1.0
2734237,S,Godonkavirus godonK,1.0,0.0,0.0,0.0,1.0
2734214,S,Andrewvirus andrew,1.0,0.0,0.0,0.0,1.0
2734194,S,Colossusvirus colossus,1.0,0.0,0.0,0.0,1.0
2743803,S1,Flavobacterium phage vB_FspP_elemoC_14-1A,1.0,0.0,0.0,0.0,1.0
2740182,S1,Streptomyces phage Endor2,0.0,0.0,1.0,0.0,1.0
2739834,S1,Streptomyces phage Coruscant,1.0,0.0,0.0,0.0,1.0
2733164,G,Andrewvirus,1.0,0.0,0.0,0.0,1.0
2733139,G,Vellamovirus,1.0,0.0,0.0,0.0,1.0
2733128,G,Saclayvirus,1.0,0.0,0.0,0.0,1.0
2733127,G,Rosemountvirus,0.0,0.0,1.0,0.0,1.0
2733124,G,Phapecoctavirus,1.0,0.0,0.0,0.0,1.0
2948640,G,Bristolvirus,1.0,0.0,0.0,0.0,1.0
2948639,G,Bragavirus,1.0,0.0,0.0,0.0,1.0
2948610,S1,Janthinobacterium phage vB_JliS-Donnerlittchen,0.0,0.0,1.0,0.0,1.0
2946818,G,Beejeyvirus,1.0,0.0,0.0,0.0,1.0
2946800,G,Angelvirus,1.0,0.0,0.0,0.0,1.0
2733213,G,Seussvirus,1.0,0.0,0.0,0.0,1.0
2733211,G,Schnabeltiervirus,1.0,0.0,0.0,0.0,1.0
2733198,G,Neferthenavirus,1.0,0.0,0.0,0.0,1.0
2733193,G,Maxrubnervirus,0.0,0.0,1.0,0.0,1.0
2733182,G,Juiceboxvirus,0.0,0.0,1.0,0.0,1.0
2733178,G,Godonkavirus,1.0,0.0,0.0,0.0,1.0
2732421,C,Papovaviricetes,1.0,0.0,0.0,0.0,1.0
2732415,P,Cossaviricota,1.0,0.0,0.0,0.0,1.0
2948694,G,Elemovirus,1.0,0.0,0.0,0.0,1.0
2948690,G,Efbeekayvirus,1.0,0.0,0.0,0.0,1.0
2948679,G,Dexdertvirus,1.0,0.0,0.0,0.0,1.0
2948677,G,Denvervirus,1.0,0.0,0.0,0.0,1.0
2948672,G,Dagavirus,1.0,0.0,0.0,0.0,1.0
2948653,G,Catfishvirus,1.0,0.0,0.0,0.0,1.0
2732980,G,Felsduovirus,1.0,0.0,0.0,0.0,1.0
2732979,G,Entnonagintavirus,1.0,0.0,0.0,0.0,1.0
2732973,G,Baylorvirus,1.0,0.0,0.0,0.0,1.0
2732972,G,Aresaunavirus,1.0,0.0,0.0,0.0,1.0
2732968,G,Schiekvirus,1.0,0.0,0.0,0.0,1.0
2732909,G,Tunggulvirus,1.0,0.0,0.0,0.0,1.0
2733085,G,Xuanwuvirus,0.0,0.0,1.0,0.0,1.0
2733081,G,Simpcentumvirus,1.0,0.0,0.0,0.0,1.0
2686080,S1,Arthrobacter phage DrYang,1.0,0.0,0.0,0.0,1.0
2948778,G,Kahucivirus,1.0,0.0,0.0,0.0,1.0
2948775,G,Justusliebigvirus,1.0,0.0,0.0,0.0,1.0
2948772,G,Jujuvirus,1.0,0.0,0.0,0.0,1.0
2948765,G,Imvubuvirus,1.0,0.0,0.0,0.0,1.0
2948757,G,Hautrevirus,1.0,0.0,0.0,0.0,1.0
2948729,G,Greenvirus,1.0,0.0,0.0,0.0,1.0
2731971,G,Powvirus,1.0,0.0,0.0,0.0,1.0
2731645,F1,Beijerinckvirinae,0.0,0.0,1.0,0.0,1.0
2732093,K,Trapavirae,1.0,0.0,0.0,0.0,1.0
2732092,K,Shotokuvirae,1.0,0.0,0.0,0.0,1.0
2732533,O,Zurhausenvirales,1.0,0.0,0.0,0.0,1.0
2732461,C,Alsuviricetes,1.0,0.0,0.0,0.0,1.0
2732451,O,Haloruvirales,1.0,0.0,0.0,0.0,1.0
2732449,C,Huolimaviricetes,1.0,0.0,0.0,0.0,1.0
2732448,P,Saleviricota,1.0,0.0,0.0,0.0,1.0
2652882,S1,Gordonia phage NadineRae,1.0,0.0,0.0,0.0,1.0
2652881,S1,Gordonia phage Mcklovin,1.0,0.0,0.0,0.0,1.0
2652423,S1,Mycobacterium phage Marshawn,1.0,0.0,0.0,0.0,1.0
2652422,S1,Mycobacterium phage LilMcDreamy,1.0,0.0,0.0,0.0,1.0
2604899,S1,Pseudomonas phage Zuri,1.0,0.0,0.0,0.0,1.0
2948847,G,Omarvirus,1.0,0.0,0.0,0.0,1.0
2948829,G,Mycoabscvirus,1.0,0.0,0.0,0.0,1.0
2948808,G,Lumosvirus,1.0,0.0,0.0,0.0,1.0
2948802,G,Lilmcdreamyvirus,1.0,0.0,0.0,0.0,1.0
2948801,G,Lilbeanievirus,1.0,0.0,0.0,0.0,1.0
2948800,G,Leonardvirus,1.0,0.0,0.0,0.0,1.0
273133,S1,Pseudomonas phage EL,1.0,0.0,0.0,0.0,1.0
2723773,S1,Agrobacterium phage OLIVR5,1.0,0.0,0.0,0.0,1.0
2716354,S1,Escherichia phage 520873,0.0,0.0,1.0,0.0,1.0
2711179,S1,Pseudomonas phage MR15,1.0,0.0,0.0,0.0,1.0
2686233,S1,Mycobacterium phage Imvubu,1.0,0.0,0.0,0.0,1.0
2599866,S1,Mycobacterium phage IdentityCrisis,1.0,0.0,0.0,0.0,1.0
2948935,G,Tsukubavirus,1.0,0.0,0.0,0.0,1.0
2948925,G,Thonkovirus,1.0,0.0,0.0,0.0,1.0
2948891,G,Samsavirus,1.0,0.0,0.0,0.0,1.0
2948890,G,Salutenavirus,1.0,0.0,0.0,0.0,1.0
2948887,G,Saguarovirus,1.0,0.0,0.0,0.0,1.0
2948884,G,Rosariovirus,1.0,0.0,0.0,0.0,1.0
2948880,G,Retbasiphovirus,1.0,0.0,0.0,0.0,1.0
2678601,S1,Erwinia phage Hena1,1.0,0.0,0.0,0.0,1.0
2662277,S1,Escherichia phage ES17,1.0,0.0,0.0,0.0,1.0
2660689,S1,Pseudomonas phage vB_Pae-SS2019XII,1.0,0.0,0.0,0.0,1.0
2656551,S1,Microbacterium phage Megan,1.0,0.0,0.0,0.0,1.0
2656540,S1,Gordonia phage MelBins,1.0,0.0,0.0,0.0,1.0
2653747,S1,Gordonia phage Sukkupi,1.0,0.0,0.0,0.0,1.0
2653507,S,Hicfunavirus HCF1,1.0,0.0,0.0,0.0,1.0
2653271,S1,Gordonia phage Sixama,1.0,0.0,0.0,0.0,1.0
2585030,R3,unclassified Riboviria,1.0,0.0,0.0,0.0,1.0
2575612,S1,Mycobacterium phage Mercurio,1.0,0.0,0.0,0.0,1.0
2955352,S,Anayavirus yuna,1.0,0.0,0.0,0.0,1.0
2955344,S,Anayavirus marshawn,1.0,0.0,0.0,0.0,1.0
2955340,S,Anayavirus kisi,1.0,0.0,0.0,0.0,1.0
2955317,S,Alphasphaerolipovirus pinkense,1.0,0.0,0.0,0.0,1.0
2955229,S,Acadianvirus serendipitous,1.0,0.0,0.0,0.0,1.0
2948963,G,Zitchvirus,1.0,0.0,0.0,0.0,1.0
2948960,G,Yosifvirus,1.0,0.0,0.0,0.0,1.0
2604330,S1,Southern Psittacara leucophthalmus aviadenovirus,1.0,0.0,0.0,0.0,1.0
2601678,S1,Serratia phage Muldoon,1.0,0.0,0.0,0.0,1.0
2601610,S1,Mycobacterium phage Weirdo19,1.0,0.0,0.0,0.0,1.0
2599888,S1,Streptomyces phage Alvy,1.0,0.0,0.0,0.0,1.0
2599885,S1,Mycobacterium phage Yuna,1.0,0.0,0.0,0.0,1.0
2599884,S1,Mycobacterium phage Xula,1.0,0.0,0.0,0.0,1.0
2599870,S1,Mycobacterium phage MalagasyRose,1.0,0.0,0.0,0.0,1.0
2562192,S1,Gordonia phage GodonK,1.0,0.0,0.0,0.0,1.0
2560761,S,Tequatrovirus sf24,1.0,0.0,0.0,0.0,1.0
2955546,S,Brujitavirus xula,1.0,0.0,0.0,0.0,1.0
2955543,S,Bronvirus ohshaghennessy,1.0,0.0,0.0,0.0,1.0
2955537,S,Broinstvirus pCB2051A,0.0,0.0,1.0,0.0,1.0
2955536,S,Bristolvirus rhodeisland,1.0,0.0,0.0,0.0,1.0
2955413,S1,Beejeyvirus BJ1,1.0,0.0,0.0,0.0,1.0
2955392,S,Avocadovirus flagstaff,1.0,0.0,0.0,0.0,1.0
2955390,S,Avocadovirus avocado,1.0,0.0,0.0,0.0,1.0
2955388,S,Aviadenovirus leucophthalmi,1.0,0.0,0.0,0.0,1.0
2955378,S,Arequatrovirus paedore,1.0,0.0,0.0,0.0,1.0
2955358,S,Angelvirus px29,1.0,0.0,0.0,0.0,1.0
2593333,S1,Arthrobacter phage Vibaki,1.0,0.0,0.0,0.0,1.0
2591212,S1,Gordonia phage Zipp,1.0,0.0,0.0,0.0,1.0
2591204,S1,Corynebacterium phage StAB,1.0,0.0,0.0,0.0,1.0
2588502,S1,Corynebacterium phage Lederberg,0.0,0.0,1.0,0.0,1.0
2560706,S,Weaselvirus weasel,1.0,0.0,0.0,0.0,1.0
2560629,S,Peatvirus peat2,1.0,0.0,0.0,0.0,1.0
2560608,S1,Mycobacterium virus Tortellini,1.0,0.0,0.0,0.0,1.0
2560599,S1,Monodontid alphaherpesvirus 1,1.0,0.0,0.0,0.0,1.0
2560569,S1,macacine gammaherpesvirus 10,1.0,0.0,0.0,0.0,1.0
2560514,S1,Gordonia virus Yvonnetastic,1.0,0.0,0.0,0.0,1.0
2955750,S,Denvervirus dv9183,1.0,0.0,0.0,0.0,1.0
2955736,S,Dagavirus ST13OXA48phi121,1.0,0.0,0.0,0.0,1.0
2955723,S,Corndogvirus catdawg,1.0,0.0,0.0,0.0,1.0
2955631,S,Cheoctovirus eleanorgeorge,1.0,0.0,0.0,0.0,1.0
2955592,S,Catfishvirus catfish,1.0,0.0,0.0,0.0,1.0
2955577,S,Camvirus sitrop,1.0,0.0,0.0,0.0,1.0
2955574,S,Camvirus endor2,0.0,0.0,1.0,0.0,1.0
2955564,S,Caelumvirus alvy,1.0,0.0,0.0,0.0,1.0
2570911,S1,Streptomyces phage ZL12,1.0,0.0,0.0,0.0,1.0
2562699,G1,unclassified Mosigvirus,1.0,0.0,0.0,0.0,1.0
2560250,G,Vieuvirus,1.0,0.0,0.0,0.0,1.0
2560245,G,Unahavirus,1.0,0.0,0.0,0.0,1.0
2956011,S,Jiaodavirus kp179,1.0,0.0,0.0,0.0,1.0
2955990,S,Imvubuvirus imvubu,1.0,0.0,0.0,0.0,1.0
2955958,S,Greenvirus ssm4,1.0,0.0,0.0,0.0,1.0
2955850,S,Elemovirus elemoC,1.0,0.0,0.0,0.0,1.0
2955844,S,Efbeekayvirus P184,1.0,0.0,0.0,0.0,1.0
2955755,S,Dexdertvirus tiamoceli,1.0,0.0,0.0,0.0,1.0
2560501,S,Gustavvirus gustav,1.0,0.0,0.0,0.0,1.0
2560499,S,Ghobesvirus ghobes,1.0,0.0,0.0,0.0,1.0
2560486,S,Wilnyevirus billnye,1.0,0.0,0.0,0.0,1.0
2560443,S,Jilinvirus ECOO78,0.0,0.0,1.0,0.0,1.0
2560435,S,Risingsunvirus risingsun,1.0,0.0,0.0,0.0,1.0
2560422,S,Schiekvirus EFDG1,1.0,0.0,0.0,0.0,1.0
2560407,S,Nanhaivirus D5C,1.0,0.0,0.0,0.0,1.0
2560727,S,Gelderlandvirus melville,0.0,0.0,1.0,0.0,1.0
2560183,G,Nanhaivirus,1.0,0.0,0.0,0.0,1.0
2956123,S,Lilmcdreamyvirus lilmcdreamy,1.0,0.0,0.0,0.0,1.0
2956122,S,Lilbeanievirus lilbeanie,1.0,0.0,0.0,0.0,1.0
2956116,S,Liefievirus taheera,1.0,0.0,0.0,0.0,1.0
2956112,S,Leonardvirus melbins,1.0,0.0,0.0,0.0,1.0
2956092,S,Kroosvirus ribeye,0.0,0.0,1.0,0.0,1.0
2956089,S,Kroosvirus gaea,1.0,0.0,0.0,0.0,1.0
2956048,S,Kahucivirus intestinalis,1.0,0.0,0.0,0.0,1.0
2956026,S,Jolieduovirus mercurio,1.0,0.0,0.0,0.0,1.0
2956013,S,Jiaodavirus kpv477,1.0,0.0,0.0,0.0,1.0
2560395,S1,Corynebacterium virus P1201,1.0,0.0,0.0,0.0,1.0
2560297,S,Aqualcavirus P14,1.0,0.0,0.0,0.0,1.0
2560257,G,Yvonnevirus,1.0,0.0,0.0,0.0,1.0
2560255,G,Wilnyevirus,1.0,0.0,0.0,0.0,1.0
2560253,G,Weaselvirus,1.0,0.0,0.0,0.0,1.0
2560251,G,Vividuovirus,1.0,0.0,0.0,0.0,1.0
2560144,G,Gustavvirus,1.0,0.0,0.0,0.0,1.0
2560140,G,Ghobesvirus,1.0,0.0,0.0,0.0,1.0
2560115,G,Chunghsingvirus,1.0,0.0,0.0,0.0,1.0
2956396,S1,Samsavirus HCTV2,1.0,0.0,0.0,0.0,1.0
2956389,S,Salutenavirus salutena,1.0,0.0,0.0,0.0,1.0
2956386,S,Saguarovirus saguaro,1.0,0.0,0.0,0.0,1.0
2956376,S,Rosariovirus Weirdo19ES,1.0,0.0,0.0,0.0,1.0
2956365,S,Reyvirus aziz,1.0,0.0,0.0,0.0,1.0
2956364,S1,Retbasiphovirus HFTV1,1.0,0.0,0.0,0.0,1.0
2956315,S,Phobosvirus PspYZU01,1.0,0.0,0.0,0.0,1.0
2956208,S,Mycoabscvirus phiT46-1,1.0,0.0,0.0,0.0,1.0
2956132,S1,Lucadorvirus gail,1.0,0.0,0.0,0.0,1.0
2560240,G,Tortellinivirus,1.0,0.0,0.0,0.0,1.0
2560216,G,Risingsunvirus,1.0,0.0,0.0,0.0,1.0
2560201,G,Peatvirus,1.0,0.0,0.0,0.0,1.0
2560189,G,Novosibvirus,1.0,0.0,0.0,0.0,1.0
2507575,S2,Haloferax tailed virus 1,1.0,0.0,0.0,0.0,1.0
2500789,S1,Gordonia phage Mutzi,1.0,0.0,0.0,0.0,1.0
2499407,O,Jingchuvirales,1.0,0.0,0.0,0.0,1.0
2956707,S,Yosifvirus yosif,1.0,0.0,0.0,0.0,1.0
2956689,S,Wizardvirus mutzi,1.0,0.0,0.0,0.0,1.0
2956638,S,Veracruzvirus babyboy,1.0,0.0,0.0,0.0,1.0
2956562,S,Tulanevirus 60ahydrpp,1.0,0.0,0.0,0.0,1.0
2956560,S,Tsukubavirus XPV1,1.0,0.0,0.0,0.0,1.0
2956529,S,Thonkovirus thonko,1.0,0.0,0.0,0.0,1.0
2956477,S,Sukkupivirus sukkupi,1.0,0.0,0.0,0.0,1.0
2956476,S,Sukkupivirus nadinerae,1.0,0.0,0.0,0.0,1.0
2560093,G,Aqualcavirus,1.0,0.0,0.0,0.0,1.0
2560086,G,Alcyoneusvirus,1.0,0.0,0.0,0.0,1.0
2560071,F1,Brockvirinae,1.0,0.0,0.0,0.0,1.0
2557582,S1,Nodularia phage vB_NspS-kac68v161,1.0,0.0,0.0,0.0,1.0
253702,S1,Opuntia virus X,1.0,0.0,0.0,0.0,1.0
2419682,S1,Klebsiella phage Pylas,1.0,0.0,0.0,0.0,1.0
2419619,S1,Bacillus phage vB_BcoS-136,0.0,0.0,1.0,0.0,1.0
3035369,S1,Gordonia phage Azira,1.0,0.0,0.0,0.0,1.0
2994057,S1,Mycobacterium phage I3,1.0,0.0,0.0,0.0,1.0
2992928,S1,Microbacterium phage Paschalis,1.0,0.0,0.0,0.0,1.0
2992578,S1,Yersinia phage L-413C,1.0,0.0,0.0,0.0,1.0
2991867,S1,Ralstonia phage RsoM1USA,1.0,0.0,0.0,0.0,1.0
2985324,S1,Microbacterium phage OscarSo,0.0,0.0,1.0,0.0,1.0
2976944,F,Graaviviridae,1.0,0.0,0.0,0.0,1.0
2961256,F1,unclassified Straboviridae,1.0,0.0,0.0,0.0,1.0
2960508,G1,unclassified Jujuvirus,1.0,0.0,0.0,0.0,1.0
2956712,S,Zitchvirus zipp,1.0,0.0,0.0,0.0,1.0
2510508,S1,Gordonia phage Tiamoceli,1.0,0.0,0.0,0.0,1.0
2510464,S1,Klebsiella phage ST13-OXA48phi12.1,1.0,0.0,0.0,0.0,1.0
2509764,S1,Rhizobium phage RHph_TM30,1.0,0.0,0.0,0.0,1.0
2507856,S1,Mycobacterium phage KiSi,1.0,0.0,0.0,0.0,1.0
2315616,S1,Mycobacterium phage Saguaro,1.0,0.0,0.0,0.0,1.0
2301619,S1,Mycobacterium phage Serendipitous,1.0,0.0,0.0,0.0,1.0
2301600,S1,Corynebacterium phage Juicebox,0.0,0.0,1.0,0.0,1.0
2301563,S1,Mycobacterium phage EleanorGeorge,1.0,0.0,0.0,0.0,1.0
2301539,S1,Microbacterium phage Neferthena,1.0,0.0,0.0,0.0,1.0
2301538,S1,Gordonia phage Catfish,1.0,0.0,0.0,0.0,1.0
2301302,G1,unclassified Woodruffvirus,1.0,0.0,0.0,0.0,1.0
3044645,C1,Iiscvirinae,0.0,0.0,1.0,0.0,1.0
3044644,F1,Gordonclarkvirinae,1.0,0.0,0.0,0.0,1.0
3044476,F,Schizomimiviridae,1.0,0.0,0.0,0.0,1.0
3044473,F,Pootjesviridae,1.0,0.0,0.0,0.0,1.0
3044466,F,Grimontviridae,1.0,0.0,0.0,0.0,1.0
2483669,S1,Gordonia phage Gaea,1.0,0.0,0.0,0.0,1.0
2419957,S1,Arthrobacter phage Faja,1.0,0.0,0.0,0.0,1.0
2419952,S1,Arthrobacter phage Corgi,1.0,0.0,0.0,0.0,1.0
2419946,S1,Arthrobacter phage Andrew,1.0,0.0,0.0,0.0,1.0
2169879,S,Dyokappapapillomavirus 4,1.0,0.0,0.0,0.0,1.0
2169730,S1,Baxtervirus baxterfox,1.0,0.0,0.0,0.0,1.0
3044693,G,Cotonvirus,1.0,0.0,0.0,0.0,1.0
3044692,G,Coruscantvirus,1.0,0.0,0.0,0.0,1.0
3044687,G,Chidieberevirus,1.0,0.0,0.0,0.0,1.0
3044672,G,Baxterfoxvirus,1.0,0.0,0.0,0.0,1.0
3044663,G,Arvduovirus,1.0,0.0,0.0,0.0,1.0
3044662,G,Arsenicumvirus,1.0,0.0,0.0,0.0,1.0
