name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gemycircularvirus poass1	2844504	S	3	0	3	0.00000
Gemycircularvirus lynca1	2844472	S	3	0	3	0.00000
Gemycircularvirus oltre1	2844500	S	3	0	3	0.00000
Gemycircularvirus bromas1	2844424	S	3	0	3	0.00000
Gemycircularvirus gopha1	2844456	S	3	0	3	0.00000
Gemycircularvirus dichism1	2844438	S	3	0	3	0.00000
Gemycircularvirus equas1	2844441	S	3	0	3	0.00000
Gemycircularvirus draga1	2844439	S	3	0	3	0.00000
Gemycircularvirus austro3	2844417	S	2	0	2	0.00000
Gemycircularvirus monas1	2844484	S	2	0	2	0.00000
Gemycircularvirus bovas1	2844423	S	2	0	2	0.00000
Gemycircularvirus ptero6	2844513	S	2	0	2	0.00000
Gemycircularvirus lynca3	2844474	S	2	0	2	0.00000
Gemycircularvirus hydro1	2844462	S	2	0	2	0.00000
Gemycircularvirus sewopo4	2844526	S	2	0	2	0.00000
Gemycircularvirus furse1	2844444	S	2	0	2	0.00000
Gemycircularvirus geras3	2844447	S	2	0	2	0.00000
Gemycircularvirus chickad1	2844429	S	2	0	2	0.00000
Gemycircularvirus bemta1	2844421	S	1	0	1	0.00000
Gemycircularvirus ptero3	2844510	S	1	0	1	0.00000
Gemycircularvirus ptero8	2844515	S	1	0	1	0.00000
Gemycircularvirus canlup1	2844425	S	1	0	1	0.00000
Gemycircularvirus solas1	2844530	S	1	0	1	0.00000
Gemycircularvirus siedo1	2844529	S	1	0	1	0.00000
Gemycircularvirus chicas1	2844427	S	1	0	1	0.00000
Gemycircularvirus lebec1	2844466	S	1	0	1	0.00000
Gemycircularvirus lepam3	2844471	S	1	0	1	0.00000
Gemycircularvirus cassa1	2844426	S	1	0	1	0.00000
Gemycircularvirus malas1	2844476	S	1	0	1	0.00000
Gemycircularvirus denbre1	2844432	S	1	0	1	0.00000
Gemykibivirus rhina1	2844599	S	96	0	96	0.00000
Gemykibivirus humas1	2844581	S	42	0	42	0.00000
Gemykibivirus haeme2	2844576	S	38	0	38	0.00000
Gemykibivirus humas5	2844585	S	36	0	36	0.00000
Gemykibivirus haeme1	2844575	S	21	0	21	0.00000
Gemykibivirus cynas1	2844567	S	20	0	20	0.00000
Gemykibivirus anima1	2844558	S	18	0	18	0.00000
Gemykibivirus cowchi1	2844565	S	18	0	18	0.00000
Gemykibivirus haeme3	2844577	S	17	0	17	0.00000
Gemykibivirus ptero1	2844597	S	16	0	16	0.00000
Gemykibivirus planta1	2844595	S	15	0	15	0.00000
Gemykibivirus hydro3	2844588	S	13	0	13	0.00000
Gemykibivirus rhina2	2844600	S	12	0	12	0.00000
Gemykibivirus humas3	2844583	S	11	0	11	0.00000
Gemykibivirus monas1	2844590	S	9	0	9	0.00000
Gemykibivirus draga1	2844568	S	8	0	8	0.00000
Gemykibivirus sewopo2	2844604	S	7	0	7	0.00000
Gemykibivirus galga1	2844570	S	6	0	6	0.00000
Gemykibivirus bemta1	2844560	S	6	0	6	0.00000
Gemykibivirus hydro1	2844586	S	5	0	5	0.00000
Gemykibivirus galga3	2844572	S	5	0	5	0.00000
Gemykibivirus sewopo1	2844603	S	5	0	5	0.00000
Gemykibivirus hipla1	2844580	S	3	0	3	0.00000
Gemykibivirus humas2	2844582	S	3	0	3	0.00000
Gemykibivirus galga2	2844571	S	2	0	2	0.00000
Gemykibivirus humas4	2844584	S	2	0	2	0.00000
Gemykibivirus badas1	2844559	S	1	0	1	0.00000
Gemykibivirus cybusi1	2844566	S	1	0	1	0.00000
Gemykibivirus blabi1	2844561	S	1	0	1	0.00000
Gemykrogvirus galga2	2844629	S	17	0	17	0.00000
Gemykrogvirus bovas1	2844626	S	11	0	11	0.00000
Gemykrogvirus carib1	2844627	S	11	0	11	0.00000
Gemykrogvirus galga1	2844628	S	9	0	9	0.00000
Gemykrogvirus galga4	2844631	S	8	0	8	0.00000
Gemykrogvirus sewopo1	2844636	S	6	0	6	0.00000
Gemykrogvirus apime1	2844625	S	3	0	3	0.00000
Gemykolovirus heris1	2844616	S	25	0	25	0.00000
Gemykolovirus easlu1	2844611	S	14	0	14	0.00000
Gemykolovirus echia1	2844612	S	10	0	10	0.00000
Gemykolovirus poaspe1	2844618	S	4	0	4	0.00000
Gemykolovirus segpa1	2844622	S	4	0	4	0.00000
Gemykolovirus gopha2	2844614	S	3	0	3	0.00000
Gemykolovirus ptero2	2844621	S	1	0	1	0.00000
Gemygorvirus cania1	2844548	S	10	0	10	0.00000
Gemygorvirus poaspe1	2844552	S	10	0	10	0.00000
Gemygorvirus ptero1	2844553	S	4	0	4	0.00000
Gemygorvirus hydro1	2844549	S	2	0	2	0.00000
Gemygorvirus sewopo1	2844554	S	2	0	2	0.00000
Gemygorvirus malas1	2844550	S	1	0	1	0.00000
Gemygorvirus stara1	2844555	S	1	0	1	0.00000
Gemyvongvirus humas1	2844646	S	31	0	31	0.00000
Gemytondvirus ostri1	2844644	S	29	0	29	0.00000
Gemytripvirus fugra1	2844645	S	22	0	22	0.00000
Gemyduguivirus austo1	2844537	S	8	0	8	0.00000
Gemyduguivirus arteca1	2844536	S	3	0	3	0.00000
Gemyduguivirus hydro1	2844540	S	3	0	3	0.00000
Gemyduguivirus hydro3	2844542	S	1	0	1	0.00000
Gemyduguivirus macra1	2844543	S	1	0	1	0.00000
Patrovirus dianchis	3431410	S	10	0	10	0.00000
Engorgivirus musculis	3428498	S	9	0	9	0.00000
Alohovirus bromhordis	3426086	S	2	0	2	0.00000
Alohovirus bromis	3426087	S	2	0	2	0.00000
Alohovirus trifolis	3426088	S	1	0	1	0.00000
Impedivirus libequis	3429947	S	4	0	4	0.00000
Acciovirus quadrimis	3425975	S	3	0	3	0.00000
Molossus molossus circovirus 2	1959843	S	214	0	214	0.00000
Mongoose-associated circovirus	2879287	S	22	0	22	0.00000
Farfantepenaeus duorarum circovirus	1380894	S	14	0	14	0.00000
Giant panda circovirus 2	2016457	S	10	0	10	0.00000
Molossus molossus circovirus 4	1959845	S	9	0	9	0.00000
Labidocera aestiva circovirus	1173709	S	8	0	8	0.00000
Giant panda circovirus 1	2016456	S	8	0	8	0.00000
Bat circovirus	1329650	S	7	0	7	0.00000
Anguilla anguilla circovirus	1420600	S	3	0	3	0.00000
Giant panda circovirus 4	2016459	S	3	0	3	0.00000
Molossus molossus circovirus 1	1959842	S	2	0	2	0.00000
Molossus molossus circovirus 3	1959844	S	2	0	2	0.00000
Giant panda circovirus 3	2016458	S	2	0	2	0.00000
Circovirus human	3427953	S	47	0	47	0.00000
Circovirus bianfu	3050240	S	34	0	34	0.00000
Circovirus kukwuria	3427954	S	24	0	24	0.00000
Circovirus miztontli	3059885	S	22	0	22	0.00000
Circovirus raven	3048293	S	21	0	21	0.00000
Circovirus wesa	3059890	S	20	0	20	0.00000
Circovirus whale	3052134	S	19	0	19	0.00000
Circovirus gull	3047861	S	17	0	17	0.00000
Circovirus rongeur	3052131	S	14	0	14	0.00000
Circovirus bear	3052117	S	12	0	12	0.00000
Circovirus rosegador	3052132	S	12	0	12	0.00000
Circovirus gloton	3059880	S	10	0	10	0.00000
Circovirus vleermuis	3047398	S	9	0	9	0.00000
Circovirus bastao	3050241	S	9	0	9	0.00000
Circovirus canine	3047721	S	8	0	8	0.00000
Circovirus gnaver	3052122	S	8	0	8	0.00000
Circovirus tetning	3059888	S	8	0	8	0.00000
Circovirus lepakko	3047401	S	7	0	7	0.00000
Circovirus daga	3052120	S	7	0	7	0.00000
Circovirus parrot	3047561	S	7	0	7	0.00000
Circovirus miztli	3059884	S	7	0	7	0.00000
Circovirus pigeon	3050342	S	6	0	6	0.00000
Circovirus mossi	3052127	S	6	0	6	0.00000
Circovirus barbel	3047396	S	6	0	6	0.00000
Circovirus duck	3047813	S	5	0	5	0.00000
Circovirus ratpenat	3047400	S	5	0	5	0.00000
Circovirus saguzarra	3047399	S	4	0	4	0.00000
Circovirus elk	3047822	S	4	0	4	0.00000
Circovirus starling	3048341	S	4	0	4	0.00000
Circovirus roditore	3052130	S	4	0	4	0.00000
Circovirus goose	3047842	S	4	0	4	0.00000
Circovirus naaleeli	3059886	S	3	0	3	0.00000
Circovirus zebrafinch	3048458	S	3	0	3	0.00000
Circovirus porcine4	3048281	S	2	0	2	0.00000
Circovirus hirat	3059881	S	2	0	2	0.00000
Circovirus yaa	3052135	S	2	0	2	0.00000
Circovirus gryzon	3052123	S	2	0	2	0.00000
Circovirus kiore	3052126	S	2	0	2	0.00000
Circovirus pichong	3052128	S	2	0	2	0.00000
Circovirus kelawar	3047403	S	1	0	1	0.00000
Circovirus impundu	3052125	S	1	0	1	0.00000
Circovirus eniyan	3052121	S	1	0	1	0.00000
Circovirus civet	3052119	S	1	0	1	0.00000
Circovirus porcine2	3048279	S	1	0	1	0.00000
Army ant associated cyclovirus 9	3017836	S	45	0	45	0.00000
Bat associated cyclovirus	2878088	S	9	0	9	0.00000
Army ant associated cyclovirus 8	3017835	S	5	0	5	0.00000
Dragonfly associated cyclovirus	2152567	S	3	0	3	0.00000
Army ant associated cyclovirus 5	3017833	S	2	0	2	0.00000
Mongoose-associated cyclovirus	2879288	S	1	0	1	0.00000
Cyclovirus humana	3047957	S	20	0	20	0.00000
Cyclovirus liepsnele	3059924	S	20	0	20	0.00000
Cyclovirus tonbo	3052170	S	16	0	16	0.00000
Cyclovirus murcielago	3059929	S	15	0	15	0.00000
Cyclovirus vleermuis	3059949	S	13	0	13	0.00000
Cyclovirus nahkhiir	3047559	S	13	0	13	0.00000
Cyclovirus pauferro	3059935	S	12	0	12	0.00000
Cyclovirus ystlum	3059950	S	12	0	12	0.00000
Cyclovirus sawya	3059944	S	11	0	11	0.00000
Cyclovirus jaaabani	3052155	S	11	0	11	0.00000
Cyclovirus rotte	3059941	S	11	0	11	0.00000
Cyclovirus nhanloai	3047966	S	11	0	11	0.00000
Cyclovirus saguza	3059943	S	10	0	10	0.00000
Cyclovirus namu	3052160	S	10	0	10	0.00000
Cyclovirus prihor	3059938	S	9	0	9	0.00000
Cyclovirus manukha	3047961	S	7	0	7	0.00000
Cyclovirus foca	3059919	S	7	0	7	0.00000
Cyclovirus peka	3047553	S	7	0	7	0.00000
Cyclovirus naahoohai	3047745	S	6	0	6	0.00000
Cyclovirus roach	3052164	S	5	0	5	0.00000
Cyclovirus pettirosso	3059936	S	5	0	5	0.00000
Cyclovirus muricec	3059930	S	5	0	5	0.00000
Cyclovirus mutum	3047965	S	5	0	5	0.00000
Cyclovirus moosa	3059928	S	5	0	5	0.00000
Cyclovirus rudzik	3059942	S	5	0	5	0.00000
Cyclovirus aasiak	3052149	S	5	0	5	0.00000
Cyclovirus cervienka	3059916	S	5	0	5	0.00000
Cyclovirus podgana	3052161	S	4	0	4	0.00000
Cyclovirus sismis	3052166	S	4	0	4	0.00000
Cyclovirus flagermus	3047556	S	4	0	4	0.00000
Cyclovirus popo	3047557	S	4	0	4	0.00000
Cyclovirus manitan	3047958	S	3	0	3	0.00000
Cyclovirus sokwe	3052167	S	3	0	3	0.00000
Cyclovirus kemirgen	3059922	S	3	0	3	0.00000
Cyclovirus liljak	3059925	S	3	0	3	0.00000
Cyclovirus khangkhaw	3047560	S	3	0	3	0.00000
Cyclovirus mmadu	3047964	S	3	0	3	0.00000
Cyclovirus popoki	3059937	S	3	0	3	0.00000
Cyclovirus punarinta	3059940	S	2	0	2	0.00000
Cyclovirus taniilai	3052168	S	2	0	2	0.00000
Cyclovirus prilep	3059939	S	2	0	2	0.00000
Cyclovirus vespertilio	3059948	S	2	0	2	0.00000
Cyclovirus kisikisi	3052158	S	2	0	2	0.00000
Cyclovirus kiroptero	3052157	S	2	0	2	0.00000
Cyclovirus liliac	3047558	S	2	0	2	0.00000
Cyclovirus homa	3047963	S	1	0	1	0.00000
Cyclovirus jemage	3052156	S	1	0	1	0.00000
Cyclovirus tarako	3052169	S	1	0	1	0.00000
Cyclovirus misi	3059927	S	1	0	1	0.00000
Cyclovirus naastsosi	3048210	S	1	0	1	0.00000
Cyclovirus kacsa	3047812	S	1	0	1	0.00000
Avon-Heathcote Estuary associated circular virus 20	1618244	S	52	0	52	0.00000
Callinectes sapidus associated circular virus	1692246	S	26	0	26	0.00000
Avon-Heathcote Estuary associated circular virus 15	1618238	S	24	0	24	0.00000
Circovirus-like genome DCCV-11	1788439	S	19	0	19	0.00000
Avon-Heathcote Estuary associated circular virus 6	1618257	S	17	0	17	0.00000
Human PoSCV5-like circular virus	1965018	S	15	0	15	0.00000
Marine snail associated circular virus	1692255	S	15	0	15	0.00000
Gammarus sp. amphipod associated circular virus	1692250	S	15	0	15	0.00000
Avon-Heathcote Estuary associated circular virus 11	1618234	S	15	0	15	0.00000
Circovirus-like genome DCCV-4	1788444	S	13	0	13	0.00000
Fur seal faeces associated circular DNA virus	1353241	S	12	0	12	0.00000
Hermit crab associated circular genome	1692251	S	11	0	11	0.00000
Meles meles circovirus-like virus	1128073	S	11	0	11	0.00000
Hermit crab associated circular virus	1692252	S	10	0	10	0.00000
Human fecal virus Jorvi2	2017081	S	10	0	10	0.00000
Circovirus-like genome DCCV-3	1788443	S	8	0	8	0.00000
Palaemonetes kadiakensis Mississippi grass shrimp associated circular virus	1692258	S	6	0	6	0.00000
Human fecal virus Jorvi3	2017082	S	6	0	6	0.00000
Avon-Heathcote Estuary associated circular virus 14	1618237	S	5	0	5	0.00000
Avon-Heathcote Estuary associated circular virus 26	1618250	S	5	0	5	0.00000
Calanoida sp. copepod associated circular virus	1692244	S	5	0	5	0.00000
Apteryx rowi circovirus-like virus	1634476	S	5	0	5	0.00000
Chimpanzee faeces associated circular DNA virus 1	1676184	S	5	0	5	0.00000
Ecklonia radiata-associated virus 3	2480193	S	4	0	4	0.00000
Palaemonetes intermedius brackish grass shrimp associated circular virus	1692257	S	4	0	4	0.00000
Palaemonetes sp. common grass shrimp associated circular virus	1692259	S	4	0	4	0.00000
Human fecal virus Jorvi4	2017083	S	4	0	4	0.00000
Circovirus-like genome DHCV-3	1788452	S	3	0	3	0.00000
Avon-Heathcote Estuary associated circular virus 12	1618235	S	3	0	3	0.00000
Garrulus glandarius associated circular virus 1	2006642	S	3	0	3	0.00000
Paramuricea placomus associated circular virus	1692260	S	3	0	3	0.00000
Circovirus-like genome DCCV-7	1788447	S	3	0	3	0.00000
Porcine stool-associated circular virus 4	1475062	S	3	0	3	0.00000
Avon-Heathcote Estuary associated circular virus 13	1618236	S	3	0	3	0.00000
Circovirus-like genome DHCV-5	1788454	S	2	0	2	0.00000
Littorina sp. associated circular virus	1692253	S	2	0	2	0.00000
Circovirus-like genome DCCV-12	1788440	S	2	0	2	0.00000
Fiddler Crab associated circular virus	1692249	S	2	0	2	0.00000
Avon-Heathcote Estuary associated circular virus 1	1618232	S	1	0	1	0.00000
Farfantepenaeus duorarum pink shrimp associated circular virus	1692248	S	1	0	1	0.00000
Lytechinus variegatus variable sea urchin associated circular virus	1692254	S	1	0	1	0.00000
Circovirus-like genome DHCV-1	1788450	S	1	0	1	0.00000
Avon-Heathcote Estuary associated circular virus 5	1618256	S	1	0	1	0.00000
Pleurochrysis carterae circular virus	2057942	S	1	0	1	0.00000
Petrochirus diogenes giant hermit crab associated circular virus	1692261	S	1	0	1	0.00000
Avon-Heathcote Estuary associated circular virus 16	1618239	S	1	0	1	0.00000
Circoviridae 16 LDMD-2013	1379720	S	8	0	8	0.00000
Circoviridae 8 LDMD-2013	1379712	S	7	0	7	0.00000
Circoviridae 15 LDMD-2013	1379719	S	7	0	7	0.00000
Circoviridae 7 LDMD-2013	1379711	S	6	0	6	0.00000
Circoviridae 9 LDMD-2013	1379713	S	5	0	5	0.00000
Circoviridae 13 LDMD-2013	1379717	S	5	0	5	0.00000
Circoviridae 21 LDMD-2013	1379725	S	4	0	4	0.00000
Circoviridae 1 LDMD-2013	1379692	S	4	0	4	0.00000
Circoviridae 14 LDMD-2013	1379718	S	4	0	4	0.00000
Circoviridae 6 LDMD-2013	1379710	S	3	0	3	0.00000
Circoviridae 2 LDMD-2013	1379695	S	2	0	2	0.00000
Circoviridae 11 LDMD-2013	1379715	S	1	0	1	0.00000
Andurilvirus finwe	2955356	S	28	0	28	0.00000
Herugrimvirus gladden	2955985	S	23	0	23	0.00000
Ringilvirus tuor	2956372	S	6	0	6	0.00000
Ringilvirus thingol	2956371	S	4	0	4	0.00000
Rodent stool-associated circular genome virus	1074214	S	6	0	6	0.00000
Vingilotevirus gamgee	2956647	S	4	0	4	0.00000
Arnorvirus sauron	2955379	S	2	0	2	0.00000
Porprismacovirus sheas2	2845934	S	169	0	169	0.00000
Porprismacovirus humas4	2845900	S	135	0	135	0.00000
Porcine associated porprismacovirus	2496634	S	113	0	113	0.00000
Porprismacovirus goas1	2845894	S	90	0	90	0.00000
Porprismacovirus camas4	2845882	S	47	0	47	0.00000
Porprismacovirus goras1	2845895	S	24	0	24	0.00000
Porprismacovirus sheas3	2845935	S	19	0	19	0.00000
Porprismacovirus porci3	2845925	S	17	0	17	0.00000
Porprismacovirus chicas5	2845888	S	15	0	15	0.00000
Porprismacovirus leo1	2845902	S	13	0	13	0.00000
Porprismacovirus chicas6	2845889	S	13	0	13	0.00000
Porprismacovirus bovas2	2845878	S	12	0	12	0.00000
Porprismacovirus lynas2	2845903	S	11	0	11	0.00000
Porprismacovirus chimas1	2845891	S	10	0	10	0.00000
Porprismacovirus camas1	2845879	S	9	0	9	0.00000
Porprismacovirus chicas4	2845887	S	9	0	9	0.00000
Porprismacovirus macas1	2845904	S	8	0	8	0.00000
Porprismacovirus macas4	2845907	S	8	0	8	0.00000
Porprismacovirus chicas7	2845890	S	8	0	8	0.00000
Porprismacovirus sheas1	2845933	S	8	0	8	0.00000
Porprismacovirus porci6	2845928	S	7	0	7	0.00000
Porprismacovirus camas2	2845880	S	7	0	7	0.00000
Porprismacovirus malbas1	2845910	S	6	0	6	0.00000
Porprismacovirus camas3	2845881	S	6	0	6	0.00000
Porprismacovirus chicas2	2845885	S	5	0	5	0.00000
Porprismacovirus capas1	2845883	S	5	0	5	0.00000
Porprismacovirus porci9	2845931	S	4	0	4	0.00000
Porprismacovirus porci8	2845930	S	4	0	4	0.00000
Porprismacovirus bovas1	2845877	S	3	0	3	0.00000
Porprismacovirus alecas1	2845874	S	3	0	3	0.00000
Porprismacovirus lemas1	2845901	S	2	0	2	0.00000
Porprismacovirus chicas3	2845886	S	2	0	2	0.00000
Porprismacovirus chimas2	2845892	S	2	0	2	0.00000
Porprismacovirus flas1	2845893	S	2	0	2	0.00000
Porprismacovirus macas6	2845909	S	1	0	1	0.00000
Porprismacovirus avias1	2845875	S	1	0	1	0.00000
Porprismacovirus porci10	2845912	S	1	0	1	0.00000
Porprismacovirus porci1	2845922	S	1	0	1	0.00000
Porprismacovirus howas1	2845896	S	1	0	1	0.00000
Huchismacovirus chicas2	2844966	S	241	0	241	0.00000
Chicken associated smacovirus	1932006	S	49	0	49	0.00000
Huchismacovirus humas3	2844969	S	3	0	3	0.00000
Huchismacovirus humas2	2844968	S	1	0	1	0.00000
Babosmacovirus babas1	2843748	S	45	0	45	0.00000
Drosmacovirus bovas1	2844098	S	20	0	20	0.00000
Drosmacovirus camas1	2844099	S	9	0	9	0.00000
Drosmacovirus camas2	2844100	S	8	0	8	0.00000
Felismacovirus lynas1	2844281	S	20	0	20	0.00000
Felismacovirus porci4	3428669	S	6	0	6	0.00000
Bovismacovirus draga1	2843879	S	9	0	9	0.00000
Bovismacovirus bovas1	2843877	S	7	0	7	0.00000
Bovismacovirus bovas2	2843878	S	2	0	2	0.00000
Dragsmacovirus draga1	2844097	S	12	0	12	0.00000
Dromedary stool-associated circular ssDNA virus	1574422	S	5	0	5	0.00000
Smacoviridae sp.	2715094	S	5	0	5	0.00000
Inpeasmacovirus humas1	2845010	S	10	0	10	0.00000
Bostasmacovirus bovas1	2843869	S	1	0	1	0.00000
Nicoomyvirus moldensis	3431103	S	570	0	570	0.00000
Nanovirus necroflaviviciae	3431047	S	73	0	73	0.00000
Nanovirus trifolii	3431052	S	69	0	69	0.00000
Nanovirus sophorae	3431051	S	45	0	45	0.00000
Nanovirus astragali	3431042	S	40	0	40	0.00000
Nanovirus viciacraccae	3431053	S	26	0	26	0.00000
Nanovirus flavipisi	3431044	S	15	0	15	0.00000
Nanovirus necropumiliviciae	3431049	S	15	0	15	0.00000
Nanovirus medicagonis	3431046	S	10	0	10	0.00000
Nanovirus flaviviciae	3431045	S	8	0	8	0.00000
Nanovirus necropisi	3431048	S	5	0	5	0.00000
Nanovirus petroselini	3431050	S	2	0	2	0.00000
Babuvirus musae	3158386	S	48	0	48	0.00000
Babuvirus cardamomi	3426587	S	44	0	44	0.00000
Babuvirus abacae	438782	S	3	0	3	0.00000
Yermavirus ilicis	3060819	S	42	0	42	0.00000
Temfrudevirus temperatum	3060727	S	9	0	9	0.00000
Manawavirus kapowais	3430652	S	6	0	6	0.00000
Kopavirus kakawais	3430221	S	4	0	4	0.00000
Ketkevirus silauonis	3430191	S	2	0	2	0.00000
Patavirus kakahis	3431407	S	2	0	2	0.00000
Protobacilladnavirus hasleos	3052704	S	98	0	98	0.00000
Protobacilladnavirus chaelor	3052701	S	41	0	41	0.00000
Protobacilladnavirus tenuis	3052706	S	22	0	22	0.00000
Protobacilladnavirus chaetoc	3052702	S	21	0	21	0.00000
Protobacilladnavirus chasesal	3052703	S	8	0	8	0.00000
Protobacilladnavirus mudflat	3052705	S	2	0	2	0.00000
Seawadnavirus gataifale	3078437	S	63	0	63	0.00000
Seawadnavirus kuhtahan	3052746	S	15	0	15	0.00000
Seawadnavirus avonheat	3060693	S	1	0	1	0.00000
Puahadnavirus aber	3060659	S	16	0	16	0.00000
Puahadnavirus takutai	3060663	S	12	0	12	0.00000
Puahadnavirus kaisui	3060662	S	10	0	10	0.00000
Puahadnavirus inbhir	3060661	S	1	0	1	0.00000
Kieseladnavirus titiko	3060066	S	20	0	20	0.00000
Kieseladnavirus karahue	3060065	S	11	0	11	0.00000
Kieseladnavirus katao	3078443	S	5	0	5	0.00000
Bacilladnaviridae sp.	2202647	S	13	0	13	0.00000
Aberdnavirus waitai	3059693	S	10	0	10	0.00000
Keisodnavirus chaetenu	3060063	S	6	0	6	0.00000
Diatodnavirus chaese	3052182	S	2	0	2	0.00000
Vanyarvirus aros	3433099	S	55	0	55	0.00000
Andorivirus forochel	3426378	S	17	0	17	0.00000
Andorivirus nenuia	3426379	S	5	0	5	0.00000
Andorivirus almar	3426377	S	3	0	3	0.00000
Enedivirus anar	3428496	S	25	0	25	0.00000
Valarivirus sithago	3433090	S	12	0	12	0.00000
Harfovirus londae	3429187	S	6	0	6	0.00000
Ulwavirus helevor	3433059	S	6	0	6	0.00000
Telperivirus sithali	3432712	S	5	0	5	0.00000
Celebovirus lorelli	3427841	S	4	0	4	0.00000
Tharbavirus aelin	3432790	S	4	0	4	0.00000
Caradhivirus amobel	3427726	S	3	0	3	0.00000
Taravirus cuivi	3432663	S	1	0	1	0.00000
Valinorvirus arda	2956630	S	115	0	115	0.00000
Valinorvirus eriador	2956631	S	6	0	6	0.00000
Angainorvirus turin	2955357	S	8	0	8	0.00000
Mithrilvirus smaug	2956197	S	7	0	7	0.00000
Mazarbulvirus hasufel	2956187	S	3	0	3	0.00000
Galvornvirus isengard	2955925	S	2	0	2	0.00000
Melianvirus umbar	3430791	S	10	0	10	0.00000
Melianvirus uinen	3430790	S	2	0	2	0.00000
Aglavirus caranthi	3425992	S	1	0	1	0.00000
Ninurtavirus sewoxi	3431154	S	72	0	72	0.00000
Ninurtavirus procoris	3431136	S	25	0	25	0.00000
Ninurtavirus duliaris	3431121	S	8	0	8	0.00000
Ninurtavirus oceanis	3431131	S	8	0	8	0.00000
Sakkuthvirus culiziae	3432231	S	19	0	19	0.00000
Sakkuthvirus donghis	3432232	S	10	0	10	0.00000
Shanivirus culiziae	3432390	S	14	0	14	0.00000
Shanivirus sewoxi	3432397	S	7	0	7	0.00000
Shanivirus acrenis	3432386	S	4	0	4	0.00000
Shanivirus neozealandicus	3432393	S	3	0	3	0.00000
Sadornvirus chesapis	3432224	S	5	0	5	0.00000
Kronovirus crassaminis	3430287	S	4	0	4	0.00000
Scythevirus dianchis	3432310	S	4	0	4	0.00000
Chinseivirus sewoxi	3427907	S	3	0	3	0.00000
Kaiwanvirus sewoxi	3430101	S	2	0	2	0.00000
Anthevirus archis	3426386	S	9	0	9	0.00000
Anthevirus beronis	3426387	S	2	0	2	0.00000
Cursavirus rocheis	3428154	S	10	0	10	0.00000
Acamarivirus solis	3425973	S	7	0	7	0.00000
Acamarivirus parsecis	3425971	S	1	0	1	0.00000
Satyrivirus cordulis	3432269	S	51	0	51	0.00000
Dorisivirus aiptaes	3428321	S	7	0	7	0.00000
Citiorivirus crordgris	3427963	S	10	0	10	0.00000
Atroxivirus austris	3426493	S	7	0	7	0.00000
Asperivirus nemenis	3426486	S	6	0	6	0.00000
Belligerivirus frelianis	3427121	S	6	0	6	0.00000
Virilianivirus pachylongis	3433248	S	3	0	3	0.00000
Valentivirus aedvexis	3433092	S	1	0	1	0.00000
Phialvirus golin	2956313	S	15	0	15	0.00000
Nimphelosvirus arnor	2956227	S	8	0	8	0.00000
Menegrothvirus gilly	2956188	S	4	0	4	0.00000
Nauglamirvirus anduin	2956213	S	2	0	2	0.00000
Torbevirus viento	3432911	S	1	0	1	0.00000
Amaruvirus aka	3426330	S	1	0	1	0.00000
Cressdnaviricota sp.	2748378	S	5	0	5	0.00000
Anelloviridae sp.	2055263	S	164	0	164	0.00000
Giant panda anellovirus	2016460	S	53	0	53	0.00000
Torque teno virus	68887	S	25	2	27	0.00000
Small anellovirus	393049	S	14	0	14	0.00000
Rodent Torque teno virus 4	2054611	S	11	0	11	0.00000
Rodent Torque teno virus 2	1514665	S	5	0	5	0.00000
Torque teno virus 8	687347	S	1	0	1	0.00000
Seal anellovirus TFFN/USA/2006	991022	S	1	0	1	0.00000
Alphatorquevirus homin19	3048420	S	96	0	96	0.00000
Alphatorquevirus homin24	3048424	S	63	1	64	0.00000
Alphatorquevirus homin9	3048433	S	22	0	22	0.00000
Alphatorquevirus homin2	3048421	S	15	0	15	0.00000
Alphatorquevirus cerco3	3051621	S	14	0	14	0.00000
Alphatorquevirus homin29	3048427	S	14	0	14	0.00000
Alphatorquevirus homin15	3048417	S	13	0	13	0.00000
Alphatorquevirus homin5	3048430	S	5	0	5	0.00000
Alphatorquevirus cerco1	3051619	S	5	0	5	0.00000
Alphatorquevirus homin13	3048415	S	4	0	4	0.00000
Alphatorquevirus homin18	3048419	S	4	0	4	0.00000
Simian torque teno virus 33	1629656	S	2	0	2	0.00000
Alphatorquevirus homin7	3048432	S	2	0	2	0.00000
Alphatorquevirus cerco6	3048426	S	2	0	2	0.00000
Alphatorquevirus cerco7	3048425	S	2	0	2	0.00000
Alphatorquevirus homin20	3048422	S	1	0	1	0.00000
Alphatorquevirus homin17	3048418	S	1	0	1	0.00000
Alphatorquevirus homin4	3048429	S	1	0	1	0.00000
Alphatorquevirus homin6	3048431	S	1	0	1	0.00000
Gammatorquevirus homidi5	3048390	S	121	0	121	0.00000
Gammatorquevirus homidi6	3048391	S	35	0	35	0.00000
Gammatorquevirus homidi2	3048387	S	17	0	17	0.00000
Gammatorquevirus homidi14	3048385	S	16	0	16	0.00000
Gammatorquevirus homidi10	3048381	S	11	0	11	0.00000
Gammatorquevirus homidi3	3048388	S	5	0	5	0.00000
Gammatorquevirus homidi7	3048392	S	5	0	5	0.00000
Gammatorquevirus homidi11	3048382	S	4	0	4	0.00000
Gammatorquevirus homidi9	3048394	S	3	0	3	0.00000
Gammatorquevirus homidi4	3048389	S	2	0	2	0.00000
