Sample	Species	Taxonomy_ID	Assigned_Reads	Fraction	RPM
SRR35987572	Crohivirus alermus	3428122	18	0.0	0.11463741313493317
SRR35987572	Iflavirus aladeformis	3047792	18	0.0	0.11463741313493317
SRR35987572	Colecusatellite gossypiaegyptense	3428039	18	0.0	0.11463741313493317
SRR35987572	Tetraparvovirus ungulate4	3052774	18	0.0	0.11463741313493317
SRR35987572	Mammarenavirus kitaleense	3052309	18	0.0	0.11463741313493317
SRR35987572	Etapolyomavirus rhyndjiddensis	2955873	18	0.0	0.11463741313493317
SRR35987572	Deltapolyomavirus sextihominis	2955746	18	0.0	0.11463741313493317
SRR35987572	Nepovirus nigranuli	3048372	18	0.0	0.11463741313493317
SRR35987572	Comovirus andesense	3047362	18	0.0	0.11463741313493317
SRR35987572	Begomovirus hybanthi	3426803	18	0.0	0.11463741313493317
SRR35987572	Begomovirus hibisci	3426800	18	0.0	0.11463741313493317
SRR35987572	Begomovirus capsigondaense	3426714	18	0.0	0.11463741313493317
SRR35987572	Begomovirus puerariae	3426916	18	0.0	0.11463741313493317
SRR35987572	Thogotovirus thogotoense	11569	18	0.0	0.11463741313493317
SRR35987572	Saesbyeol virus	2320522	18	0.0	0.11463741313493317
SRR35987572	Thogotovirus bourbonense	2956523	18	0.0	0.11463741313493317
SRR35987572	Paopuvirus poranda	2956263	18	0.0	0.11463741313493317
SRR35987572	Skunavirus sv96603	2845187	18	0.0	0.11463741313493317
SRR35987572	Blackbird arilivirus	2099352	18	0.0	0.11463741313493317
SRR35987572	Potyvirus impatiensis	3240546	18	0.0	0.11463741313493317
SRR35987572	Potyvirus pisumsemenportati	3240597	18	0.0	0.11463741313493317
SRR35987572	Potyvirus habenariae	3240534	18	0.0	0.11463741313493317
SRR35987572	Aveparvovirus passeriform1	3059751	18	0.0	0.11463741313493317
SRR35987572	Enterovirus lesimi	3428514	18	0.0	0.11463741313493317
SRR35987572	Moineauvirus mv7A5	3060352	18	0.0	0.11463741313493317
SRR35987572	Honeysuckle yellow vein beta	434068	18	0.0	0.11463741313493317
SRR35987572	Lostrhavirus lonestar	2845533	18	0.0	0.11463741313493317
SRR35987572	Betascleroulivirus zetaplasmoparae	2955489	18	0.0	0.11463741313493317
SRR35987572	Sodiomyces alkalinus fusarivirus 1	1917080	18	0.0	0.11463741313493317
SRR35987572	Carlavirus latenshippeastri	3427769	18	0.0	0.11463741313493317
SRR35987572	Farmington virus	1027468	18	0.0	0.11463741313493317
SRR35987572	Gordonia phage Rosalind	1838077	18	0.0	0.11463741313493317
SRR35987572	Uukuvirus silverwaterense	3052807	18	0.0	0.11463741313493317
SRR35987572	Uukuvirus tyulenyense	3052809	18	0.0	0.11463741313493317
SRR35987572	Penstylhamaparvovirus decapod1	3052615	18	0.0	0.11463741313493317
SRR35987572	Orthohepadnavirus soricisinensis	3431466	18	0.0	0.11463741313493317
SRR35987572	Dichorhavirus citri	2560384	18	0.0	0.11463741313493317
SRR35987572	Carlavirus atractylodis	3427740	18	0.0	0.11463741313493317
SRR35987572	Carlavirus alphaligustri	3427738	18	0.0	0.11463741313493317
SRR35987572	Betapolyomavirus sciuri	2955474	18	0.0	0.11463741313493317
SRR35987572	Betapolyomavirus lepweddellii	1925019	18	0.0	0.11463741313493317
SRR35987572	Skunavirus CHPC964	2845401	18	0.0	0.11463741313493317
SRR35987572	Heterocapsa circularisquama DNA virus 01	650121	18	0.0	0.11463741313493317
SRR35987572	Deltapolyomavirus ailuropodae	2560288	18	0.0	0.11463741313493317
SRR35987572	Lentivirus humimdef2	3418651	18	0.0	0.11463741313493317
SRR35987572	Magoulivirus iotaplasmoparae	2956160	18	0.0	0.11463741313493317
SRR35987572	Marafivirus sorghi	3060189	18	0.0	0.11463741313493317
SRR35987572	Alphaendornavirus basellae	3426170	18	0.0	0.11463741313493317
SRR35987572	Alphapapillomavirus 10	333754	18	0.0	0.11463741313493317
SRR35987572	Gammapapillomavirus 12	1513257	18	0.0	0.11463741313493317
SRR35987572	Etahypovirus sclerotii	2955872	18	0.0	0.11463741313493317
SRR35987572	Yingvirus sanxiaense	2507501	18	0.0	0.11463741313493317
SRR35987572	Arabidopsis halleri partitivirus 1	1849335	18	0.0	0.11463741313493317
SRR35987572	Efquatrovirus SHEF5	2560432	18	0.0	0.11463741313493317
SRR35987572	Hartmanivirus quadrati	3060028	18	0.0	0.11463741313493317
SRR35987572	Shahe isopoda virus 3	1923423	18	0.0	0.11463741313493317
SRR35987572	Hubei toti-like virus 21	1923310	18	0.0	0.11463741313493317
SRR35987572	Beihai picorna-like virus 112	1922541	18	0.0	0.11463741313493317
SRR35987572	Wenzhou tombus-like virus 16	1923669	18	0.0	0.11463741313493317
SRR35987572	Formivirus solenopsi	2955909	18	0.0	0.11463741313493317
SRR35987572	Tepovirus tafzosterae	3432728	18	0.0	0.11463741313493317
SRR35987572	Gemykibivirus anima1	2844558	18	0.0	0.11463741313493317
SRR35987572	Gemykibivirus cowchi1	2844565	18	0.0	0.11463741313493317
SRR35987572	Pelarspovirus rosae	3048301	18	0.0	0.11463741313493317
SRR35987572	Protoambidensovirus dipteran1	3052699	18	0.0	0.11463741313493317
SRR35987572	Hapavirus joinjakaka	1972615	18	0.0	0.11463741313493317
SRR35987572	Leishmania aethiopica RNA virus	1497019	18	0.0	0.11463741313493317
SRR35987572	Wenling picorna-like virus 8	1923536	18	0.0	0.11463741313493317
SRR35987572	Fusarium poae alternavirus 1	1849539	18	0.0	0.11463741313493317
SRR35987572	Crustavirus wenzhouense	1977105	18	0.0	0.11463741313493317
SRR35987572	Arurhavirus inhangapi	2734371	18	0.0	0.11463741313493317
SRR35987572	Alphapaprhavirus hubei	2844862	18	0.0	0.11463741313493317
SRR35987572	Duamitovirus fupo4	2955782	18	0.0	0.11463741313493317
SRR35987572	Triatovirus himetobi	3047951	18	0.0	0.11463741313493317
SRR35987572	Planaria asexual strain-specific virus-like element type 1	159252	18	0.0	0.11463741313493317
SRR35987572	Metaavulavirus delawarense	3051374	18	0.0	0.11463741313493317
SRR35987572	Piscine myocarditis virus AL V-708	912320	18	0.0	0.11463741313493317
SRR35987572	Culex tritaeniorhynchus totivirus	1870981	18	0.0	0.11463741313493317
SRR35987572	Beihai picorna-like virus 60	1922606	18	0.0	0.11463741313493317
SRR35987572	Beihai narna-like virus 22	1922450	18	0.0	0.11463741313493317
SRR35987572	Sanxia tombus-like virus 5	1923389	18	0.0	0.11463741313493317
SRR35987572	Bavovirus bavariaense	3426654	18	0.0	0.11463741313493317
SRR35987572	Hubei sobemo-like virus 43	1923231	18	0.0	0.11463741313493317
SRR35987572	Wenzhou shrimp virus 7	1923654	18	0.0	0.11463741313493317
SRR35987572	Wenzhou shrimp virus 3	1923650	18	0.0	0.11463741313493317
SRR35987572	Phlebovirus siciliaense	3052681	18	0.0	0.11463741313493317
SRR35987572	Pacuvirus evaense	3052589	18	0.0	0.11463741313493317
SRR35987572	Orthohantavirus sp. 'fusongense'	3052479	18	0.0	0.11463741313493317
SRR35987572	Hubei permutotetra-like virus 5	1923079	18	0.0	0.11463741313493317
SRR35987572	Hubei virga-like virus 15	1923330	18	0.0	0.11463741313493317
SRR35987572	Hinxtonvirus IC1	3429274	18	0.0	0.11463741313493317
SRR35987572	Orthohantavirus seoulense	3052498	18	0.0	0.11463741313493317
SRR35987572	Oscivirus ahokorobi	3431517	18	0.0	0.11463741313493317
SRR35987572	Enterovirus krodeni	3428513	18	0.0	0.11463741313493317
SRR35987572	Vividuovirus stultus	2956669	17	0.0	0.10826866796077021
SRR35987572	Hubei virga-like virus 12	1923327	17	0.0	0.10826866796077021
SRR35987572	Dhillonvirus Zar3M	3428291	17	0.0	0.10826866796077021
SRR35987572	Wenzhou picorna-like virus 28	1923613	17	0.0	0.10826866796077021
SRR35987572	Beihai picorna-like virus 61	1922607	17	0.0	0.10826866796077021
SRR35987572	Shayang virga-like virus 1	1923463	17	0.0	0.10826866796077021
SRR35987572	Wenzhou tombus-like virus 17	1923670	17	0.0	0.10826866796077021
SRR35987572	Sadwavirus alphananas	3052738	17	0.0	0.10826866796077021
SRR35987572	Beihai picorna-like virus 58	1922603	17	0.0	0.10826866796077021
SRR35987572	Andorivirus forochel	3426378	17	0.0	0.10826866796077021
SRR35987572	Phlebovirus ntepesense	3052668	17	0.0	0.10826866796077021
SRR35987572	Rotavirus aspergastroenteritidis	3432194	17	0.0	0.10826866796077021
SRR35987572	Copernicusvirus Ef63	2844140	17	0.0	0.10826866796077021
SRR35987572	Bocaparvovirus carnivoran7	3059786	17	0.0	0.10826866796077021
SRR35987572	Orthonairovirus tachengense	3052536	17	0.0	0.10826866796077021
SRR35987572	Badnavirus betasasacchari	3048347	17	0.0	0.10826866796077021
SRR35987572	Penoulivirus alphaoryzae	3060538	17	0.0	0.10826866796077021
SRR35987572	Magoulivirus etaplasmoparae	2956157	17	0.0	0.10826866796077021
SRR35987572	Vitivirus epsilonvitis	3433257	17	0.0	0.10826866796077021
SRR35987572	Culicidavirus quitotaense	2844040	17	0.0	0.10826866796077021
SRR35987572	Alternavirus cordycipitae	3059724	17	0.0	0.10826866796077021
SRR35987572	Orthonairovirus dermacentoris	3052513	17	0.0	0.10826866796077021
SRR35987572	Dyoomikronpapillomavirus 1	1513251	17	0.0	0.10826866796077021
SRR35987572	Chicken picornavirus 4	1534547	17	0.0	0.10826866796077021
SRR35987572	Alphavirus aura	3426293	17	0.0	0.10826866796077021
SRR35987572	Morbillivirus caprinae	3052343	17	0.0	0.10826866796077021
SRR35987572	Rhizoctonia solani RNA virus HN008	1678208	17	0.0	0.10826866796077021
SRR35987572	Citlodavirus passiflorae	3427969	17	0.0	0.10826866796077021
SRR35987572	Iotaarterivirus debrazmo	2501947	17	0.0	0.10826866796077021
SRR35987572	Begomovirus warburgi	3427108	17	0.0	0.10826866796077021
SRR35987572	Alphavirus chikungunya	3426298	17	0.0	0.10826866796077021
SRR35987572	Hapavirus lajoya	1972617	17	0.0	0.10826866796077021
SRR35987572	Circovirus gull	3047861	17	0.0	0.10826866796077021
SRR35987572	Porprismacovirus porci3	2845925	17	0.0	0.10826866796077021
SRR35987572	Madalivirus amapaense	2956147	17	0.0	0.10826866796077021
SRR35987572	Gemykrogvirus galga2	2844629	17	0.0	0.10826866796077021
SRR35987572	Betaendornavirus sclerotiniae	3427225	17	0.0	0.10826866796077021
SRR35987572	Erythroparvovirus pinniped1	3052188	17	0.0	0.10826866796077021
SRR35987572	Cybaeus spider associated circular virus 1	2293277	17	0.0	0.10826866796077021
SRR35987572	Betapolyomavirus marvalis	2955468	17	0.0	0.10826866796077021
SRR35987572	Andhravirus besep3	3059729	17	0.0	0.10826866796077021
SRR35987572	Gammatorquevirus homidi2	3048387	17	0.0	0.10826866796077021
SRR35987572	Gylbovirus aagae	2955967	17	0.0	0.10826866796077021
SRR35987572	Almendravirus chico	1972687	17	0.0	0.10826866796077021
SRR35987572	Lyssavirus ikoma	2956142	17	0.0	0.10826866796077021
SRR35987572	Gemykibivirus haeme3	2844577	17	0.0	0.10826866796077021
SRR35987572	Whytuvirus whytu	3433453	17	0.0	0.10826866796077021
SRR35987572	Protoambidensovirus incertum1	3060653	17	0.0	0.10826866796077021
SRR35987572	Grapevine Red Globe virus	103723	17	0.0	0.10826866796077021
SRR35987572	Hapavirus porton	2955981	17	0.0	0.10826866796077021
SRR35987572	Hapavirus landjia	1972618	17	0.0	0.10826866796077021
SRR35987572	Rhinolophus simulator polyomavirus 2	2029305	17	0.0	0.10826866796077021
SRR35987572	Tepovirus tafsolani	3432727	17	0.0	0.10826866796077021
SRR35987572	Eimeriavirus ichi	3428456	17	0.0	0.10826866796077021
SRR35987572	Sanstrivirus gerridis	2501942	17	0.0	0.10826866796077021
SRR35987572	Ovine enzootic nasal tumor virus	69576	17	0.0	0.10826866796077021
SRR35987572	Mammarenavirus merinoense	3052319	17	0.0	0.10826866796077021
SRR35987572	Mycobacterium phage Wile	1056833	17	0.0	0.10826866796077021
SRR35987572	Alphapleolipovirus finnoniense	2747319	17	0.0	0.10826866796077021
SRR35987572	Nephila clavipes virus 6	2108203	17	0.0	0.10826866796077021
SRR35987572	Laodelphax striatellus picorna-like virus 2	1566869	17	0.0	0.10826866796077021
SRR35987572	Alphapolyomavirus sominutus	2955305	17	0.0	0.10826866796077021
SRR35987572	Shahe picorna-like virus 6	1923449	17	0.0	0.10826866796077021
SRR35987572	Polymycovirus botryosphaeriae	3431806	17	0.0	0.10826866796077021
SRR35987572	Ephemerovirus febris	1972593	17	0.0	0.10826866796077021
SRR35987572	Ledantevirus yongjia	1978539	17	0.0	0.10826866796077021
SRR35987572	Labyrnavirus takaoii	3430316	17	0.0	0.10826866796077021
SRR35987572	Ledantevirus kolente	1978546	17	0.0	0.10826866796077021
SRR35987572	Ledantevirus nkolbisson	1978533	17	0.0	0.10826866796077021
SRR35987572	Nepovirus petuniae	3052357	17	0.0	0.10826866796077021
SRR35987572	Orthohantavirus montanoense	3052486	17	0.0	0.10826866796077021
SRR35987572	Friunavirus B3	2560276	17	0.0	0.10826866796077021
SRR35987572	Orthoavulavirus newyorkense	3051383	17	0.0	0.10826866796077021
SRR35987572	Jerseyvirus NBSal007	3430054	17	0.0	0.10826866796077021
SRR35987572	Lophivirus Xv2	2956130	17	0.0	0.10826866796077021
SRR35987572	Penicillimonavirus zetaplasmoparae	2845794	17	0.0	0.10826866796077021
SRR35987572	Penicillimonavirus alphaplasmoparae	2845786	17	0.0	0.10826866796077021
SRR35987572	Aparavirus vallesi	3048319	17	0.0	0.10826866796077021
SRR35987572	Iflavirus nilalugentis	3048223	17	0.0	0.10826866796077021
SRR35987572	Pteridovirus filicis	2734351	17	0.0	0.10826866796077021
SRR35987572	Betasatellite solaniflavusvietnamense	3427384	17	0.0	0.10826866796077021
SRR35987572	Anopheles flavivirus Liberia/2013	1906179	17	0.0	0.10826866796077021
SRR35987572	Dyothetapapillomavirus 1	1235662	17	0.0	0.10826866796077021
SRR35987572	Polerovirus PEVYV6	3431769	17	0.0	0.10826866796077021
SRR35987572	Salasvirus PZA	2843779	17	0.0	0.10826866796077021
SRR35987572	Beihai picorna-like virus 81	1922629	17	0.0	0.10826866796077021
SRR35987572	Sewage-associated gemycircularvirus 7	1593424	17	0.0	0.10826866796077021
SRR35987572	Carlavirus latensgaillardiae	3427768	17	0.0	0.10826866796077021
SRR35987572	Deltascleroulivirus alphaplasmoparae	2955747	17	0.0	0.10826866796077021
SRR35987572	Hubei picorna-like virus 25	1923105	17	0.0	0.10826866796077021
SRR35987572	Beihai picorna-like virus 17	1922559	17	0.0	0.10826866796077021
SRR35987572	Mycobacterium phage Barriga	1675548	17	0.0	0.10826866796077021
SRR35987572	Betafusarivirus iberiae	2955451	17	0.0	0.10826866796077021
SRR35987572	Wizardvirus danyall	2956684	17	0.0	0.10826866796077021
SRR35987572	Tobravirus capsici	3432898	17	0.0	0.10826866796077021
SRR35987572	Gemycircularvirus ptero5	2844512	17	0.0	0.10826866796077021
SRR35987572	Potyvirus jasmini	3240550	17	0.0	0.10826866796077021
SRR35987572	Potyvirus asparagi	3240472	17	0.0	0.10826866796077021
SRR35987572	Lasius neglectus virus 2	2170211	17	0.0	0.10826866796077021
SRR35987572	Hubei picorna-like virus 27	1923107	17	0.0	0.10826866796077021
SRR35987572	Wenzhou picorna-like virus 23	1923608	17	0.0	0.10826866796077021
SRR35987572	Polymycovirus penidigitati	3431812	17	0.0	0.10826866796077021
SRR35987572	Alphapolyomavirus macacae	2955295	17	0.0	0.10826866796077021
SRR35987572	Parechovirus beljungani	3431396	17	0.0	0.10826866796077021
SRR35987572	Feravirus neuropterus	3052204	17	0.0	0.10826866796077021
SRR35987572	Avon-Heathcote Estuary associated circular virus 6	1618257	17	0.0	0.10826866796077021
SRR35987572	Orthoflavivirus kadamense	3048165	17	0.0	0.10826866796077021
SRR35987572	Potyvirus yililii	3240639	17	0.0	0.10826866796077021
SRR35987572	Orthoflavivirus jutiapaense	3048164	17	0.0	0.10826866796077021
SRR35987572	Human T-lymphotropic virus 4	318279	17	0.0	0.10826866796077021
SRR35987572	Orthoflavivirus encephalitidis	3052465	17	0.0	0.10826866796077021
SRR35987572	Orthoflavivirus tembusu	3048360	17	0.0	0.10826866796077021
SRR35987572	Moineauvirus P7573	3060364	17	0.0	0.10826866796077021
SRR35987572	Erbovirus aequirhi	3428567	17	0.0	0.10826866796077021
SRR35987572	Skunavirus i0139	2845473	17	0.0	0.10826866796077021
SRR35987572	Skunavirus CB14	665884	17	0.0	0.10826866796077021
SRR35987572	Betapolyomavirus secupacynocephalus	1891772	17	0.0	0.10826866796077021
SRR35987572	Mammarenavirus amapariense	3052296	17	0.0	0.10826866796077021
SRR35987572	Potexvirus ecsallii	317027	17	0.0	0.10826866796077021
SRR35987572	Potyvirus betaci	3240481	17	0.0	0.10826866796077021
SRR35987572	Psecadovirus PSH1	2011088	17	0.0	0.10826866796077021
SRR35987572	Fusarium poae narnavirus 2	1849532	16	0.0	0.10189992278660726
SRR35987572	Cheravirus mali	3047371	16	0.0	0.10189992278660726
SRR35987572	Uukuvirus macquariense	3052804	16	0.0	0.10189992278660726
SRR35987572	Benedictvirus bluefalcon	2955416	16	0.0	0.10189992278660726
SRR35987572	Sadwavirus fragariae	3048343	16	0.0	0.10189992278660726
SRR35987572	Chaphamaparvovirus strigiform1	3059872	16	0.0	0.10189992278660726
SRR35987572	Brevihamaparvovirus dipteran2	3052099	16	0.0	0.10189992278660726
SRR35987572	Betapolyomavirus pantherae	2955471	16	0.0	0.10189992278660726
SRR35987572	Gammatorquevirus homidi14	3048385	16	0.0	0.10189992278660726
SRR35987572	Mobatvirus lenaense	3052336	16	0.0	0.10189992278660726
SRR35987572	Tritimovirus bromi	3433000	16	0.0	0.10189992278660726
SRR35987572	Arepavirus arecamaculatum	3426442	16	0.0	0.10189992278660726
SRR35987572	Betapolyomavirus mastomysis	1891768	16	0.0	0.10189992278660726
SRR35987572	Vesiculovirus morreton	1972565	16	0.0	0.10189992278660726
SRR35987572	Hubei picorna-like virus 39	1923119	16	0.0	0.10189992278660726
SRR35987572	Wenzhou picorna-like virus 9	1923646	16	0.0	0.10189992278660726
SRR35987572	Alphaendornavirus viciae	3426189	16	0.0	0.10189992278660726
SRR35987572	Vesiculovirus chandipura	1972576	16	0.0	0.10189992278660726
SRR35987572	Penoulivirus phomopsis	3431573	16	0.0	0.10189992278660726
SRR35987572	Penoulivirus deltaplasmoparae	2956288	16	0.0	0.10189992278660726
SRR35987572	Hubei tetragnatha maxillosa virus 8	1923250	16	0.0	0.10189992278660726
SRR35987572	Red clover cryptic virus 1	1408894	16	0.0	0.10189992278660726
SRR35987572	Rhizoctonia solani dsRNA virus 2	1411681	16	0.0	0.10189992278660726
SRR35987572	Fibralongavirus fv2638A	2734233	16	0.0	0.10189992278660726
SRR35987572	Skunavirus sv712	213769	16	0.0	0.10189992278660726
SRR35987572	Delislevirus P1	35238	16	0.0	0.10189992278660726
SRR35987572	Begomovirus solanumflavusdepravationis	3427006	16	0.0	0.10189992278660726
SRR35987572	Formivirus angliae	2955908	16	0.0	0.10189992278660726
SRR35987572	Mivedwarsatellite erbse	3430905	16	0.0	0.10189992278660726
SRR35987572	Gemykibivirus ptero1	2844597	16	0.0	0.10189992278660726
SRR35987572	Deltapartitivirus fici	3428208	16	0.0	0.10189992278660726
SRR35987572	Plasmopamonavirus plasmoparae	2845860	16	0.0	0.10189992278660726
SRR35987572	Nyavirus midwayense	644609	16	0.0	0.10189992278660726
SRR35987572	Iflavirus lineacelli	3048187	16	0.0	0.10189992278660726
SRR35987572	Hudivirus muscae	3052249	16	0.0	0.10189992278660726
SRR35987572	Chicken picornavirus 1	1534544	16	0.0	0.10189992278660726
SRR35987572	Lyssavirus Ozernoe	642022	16	0.0	0.10189992278660726
SRR35987572	Alternavirus foxispori	3059725	16	0.0	0.10189992278660726
SRR35987572	Umbravirus papaveri	3048236	16	0.0	0.10189992278660726
SRR35987572	Sunrhavirus harrison	2734405	16	0.0	0.10189992278660726
SRR35987572	Scarabeuvirus trichopriae	3060682	16	0.0	0.10189992278660726
SRR35987572	Dependoparvovirus squamate2	3052180	16	0.0	0.10189992278660726
SRR35987572	Pahexavirus PA6	1982269	16	0.0	0.10189992278660726
SRR35987572	Fishburnevirus malithi	1983741	16	0.0	0.10189992278660726
SRR35987572	Polerovirus LABYV	3431754	16	0.0	0.10189992278660726
SRR35987572	Herbevirus taiense	3052243	16	0.0	0.10189992278660726
SRR35987572	Cosavirus JMY-2014	1582094	16	0.0	0.10189992278660726
SRR35987572	Microbacterium phage Kenzers	2927243	16	0.0	0.10189992278660726
SRR35987572	Sweet potato badnavirus B	647294	16	0.0	0.10189992278660726
SRR35987572	Mycobacterium phage Bobi	1340708	16	0.0	0.10189992278660726
SRR35987572	Kuttervirus heyday	2846133	16	0.0	0.10189992278660726
SRR35987572	Orthobunyavirus kaengkhoiense	3052404	16	0.0	0.10189992278660726
SRR35987572	Gammapapillomavirus 27	2169902	16	0.0	0.10189992278660726
SRR35987572	Potyvirus helichloromaculae	3240538	16	0.0	0.10189992278660726
SRR35987572	Leptonychotes weddellii papillomavirus 2	2077303	16	0.0	0.10189992278660726
SRR35987572	Potyvirus nippodioscoreae	3240571	16	0.0	0.10189992278660726
SRR35987572	Orthorubulavirus simiae	3052561	16	0.0	0.10189992278660726
SRR35987572	Orthobunyavirus botambiense	3052376	16	0.0	0.10189992278660726
SRR35987572	Orthobunyavirus simbuense	3052441	16	0.0	0.10189992278660726
SRR35987572	Peristrophe mosaic virus	1188812	16	0.0	0.10189992278660726
SRR35987572	Tymovirus cucumis	3048449	16	0.0	0.10189992278660726
SRR35987572	Tymovirus erysimi	3047829	16	0.0	0.10189992278660726
SRR35987572	Sclerotinia sclerotiorum deltaflexivirus 2	2219092	16	0.0	0.10189992278660726
SRR35987572	Tai Forest alphavirus	1930825	16	0.0	0.10189992278660726
SRR35987572	Hartmanivirus patriae	3052216	16	0.0	0.10189992278660726
SRR35987572	Giardiavirus ichi	3429010	16	0.0	0.10189992278660726
SRR35987572	Arurhavirus xiburema	2734373	16	0.0	0.10189992278660726
SRR35987572	Spicivirus shi	3432555	16	0.0	0.10189992278660726
SRR35987572	Beihai picorna-like virus 65	1922611	16	0.0	0.10189992278660726
SRR35987572	Cilevirus ligustri	3059878	16	0.0	0.10189992278660726
SRR35987572	Cordoba virus	1955175	16	0.0	0.10189992278660726
SRR35987572	Hubei picorna-like virus 69	1923152	16	0.0	0.10189992278660726
SRR35987572	Tetuambidensovirus incertum2	3060736	16	0.0	0.10189992278660726
SRR35987572	Hubei permutotetra-like virus 9	1923083	16	0.0	0.10189992278660726
SRR35987572	Beihai sobemo-like virus 12	1922683	16	0.0	0.10189992278660726
SRR35987572	Beihai razor shell virus 3	1922647	16	0.0	0.10189992278660726
SRR35987572	Enterovirus AN12	1929150	16	0.0	0.10189992278660726
SRR35987572	Aquamavirus apinni	1330066	16	0.0	0.10189992278660726
SRR35987572	Sanxia water strider virus 19	1923403	16	0.0	0.10189992278660726
SRR35987572	Alphafusarivirus rutstroemiae	2955277	16	0.0	0.10189992278660726
SRR35987572	Cyclovirus tonbo	3052170	16	0.0	0.10189992278660726
SRR35987572	Begomovirus malvastrumjamaicaense	3426853	16	0.0	0.10189992278660726
SRR35987572	Begomovirus siegesbeckiaguangxiense	3426971	16	0.0	0.10189992278660726
SRR35987572	Begomovirus vulgaris	3427107	16	0.0	0.10189992278660726
SRR35987572	Potyvirus begoniae	3240479	16	0.0	0.10189992278660726
SRR35987572	Potyvirus panax	3240576	16	0.0	0.10189992278660726
SRR35987572	Potyvirus yamtesselati	3240637	16	0.0	0.10189992278660726
SRR35987572	Gemycircularvirus porci2	2844506	16	0.0	0.10189992278660726
SRR35987572	Potyvirus glycitessellati	3240532	16	0.0	0.10189992278660726
SRR35987572	Aranbvirus guiyangense	3059735	16	0.0	0.10189992278660726
SRR35987572	Sclerotimonavirus alternariae	2846154	16	0.0	0.10189992278660726
SRR35987572	Alphafusellovirus hveragerdiense	3426196	16	0.0	0.10189992278660726
SRR35987572	Betachrysovirus neofusicocci	2955442	16	0.0	0.10189992278660726
SRR35987572	Mastrevirus chloris	3430699	16	0.0	0.10189992278660726
SRR35987572	Closterovirus flavibetae	3428002	16	0.0	0.10189992278660726
SRR35987572	Orthobornavirus sciuri	1897087	16	0.0	0.10189992278660726
SRR35987572	Crinivirus palidofragariae	3428117	16	0.0	0.10189992278660726
SRR35987572	Torchivirus atorpi	3432912	16	0.0	0.10189992278660726
SRR35987572	Potyvirus dioscoreae	3240524	16	0.0	0.10189992278660726
SRR35987572	Potyvirus halapensis	3240535	16	0.0	0.10189992278660726
SRR35987572	Claudivirus claudi	2843761	16	0.0	0.10189992278660726
SRR35987572	Jerseyvirus SLMP1	3430070	16	0.0	0.10189992278660726
SRR35987572	Wuhan spider virus 4	1923753	16	0.0	0.10189992278660726
SRR35987572	Wenling narna-like virus 9	1923509	16	0.0	0.10189992278660726
SRR35987572	Hubei virga-like virus 7	1923340	16	0.0	0.10189992278660726
SRR35987572	Wuhan coneheads virus 1	1923695	16	0.0	0.10189992278660726
SRR35987572	Xinzhou dimarhabdovirus virus 1	1923768	16	0.0	0.10189992278660726
SRR35987572	Shahe heteroptera virus 2	1923418	16	0.0	0.10189992278660726
SRR35987572	Jerseyvirus GRNsp50	3430045	16	0.0	0.10189992278660726
SRR35987572	Simiispumavirus macmul	3432457	16	0.0	0.10189992278660726
SRR35987572	Phlebovirus dashliense	3052645	16	0.0	0.10189992278660726
SRR35987572	Jerseyvirus T102	3430073	16	0.0	0.10189992278660726
SRR35987572	Alphapartitivirus viciae	3426238	16	0.0	0.10189992278660726
SRR35987572	Phietavirus pv71	320844	16	0.0	0.10189992278660726
SRR35987572	Gequatrovirus talmos	1910969	16	0.0	0.10189992278660726
SRR35987572	Jerseyvirus dunkel	3430036	16	0.0	0.10189992278660726
SRR35987572	Avihepatovirus ahepati	3426547	16	0.0	0.10189992278660726
SRR35987572	Formica exsecta virus 2	1432857	16	0.0	0.10189992278660726
SRR35987572	Topilevirus lycopersici	3432907	16	0.0	0.10189992278660726
SRR35987572	Potyvirus freesiae	3240528	16	0.0	0.10189992278660726
SRR35987572	Pahexavirus stormborn	1982307	16	0.0	0.10189992278660726
SRR35987572	Pahexavirus wizzo	1982308	16	0.0	0.10189992278660726
SRR35987572	Fromanvirus L5	31757	16	0.0	0.10189992278660726
SRR35987572	Almendravirus balsa	1972684	16	0.0	0.10189992278660726
SRR35987572	Unuamitovirus crri4	2956590	16	0.0	0.10189992278660726
SRR35987572	Gaunavirus GA1	12345	16	0.0	0.10189992278660726
SRR35987572	Friunavirus PD6A3	1985716	16	0.0	0.10189992278660726
SRR35987572	Hordeivirus lychnis	3429795	16	0.0	0.10189992278660726
SRR35987572	Copernicusvirus Ef72	2844141	16	0.0	0.10189992278660726
SRR35987572	Orthotospovirus meloflavi	3052578	16	0.0	0.10189992278660726
SRR35987572	Puahadnavirus aber	3060659	16	0.0	0.10189992278660726
SRR35987572	Tequatrovirus shfl2	1914205	16	0.0	0.10189992278660726
SRR35987572	Nanovirus flavipisi	3431044	15	0.0	0.0955311776124443
SRR35987572	Nanovirus necropumiliviciae	3431049	15	0.0	0.0955311776124443
SRR35987572	Seawadnavirus kuhtahan	3052746	15	0.0	0.0955311776124443
SRR35987572	Equispumavirus equcab	3428564	15	0.0	0.0955311776124443
SRR35987572	Copernicusvirus Efmus3	2844146	15	0.0	0.0955311776124443
SRR35987572	Orthorubulavirus parotitidis	3052560	15	0.0	0.0955311776124443
SRR35987572	Tetraparvovirus sp.	1908804	15	0.0	0.0955311776124443
SRR35987572	Mobuvirus narangueense	3052341	15	0.0	0.0955311776124443
