contig_id,length_bp,length_kb,mapped_reads,RPM,RPKM,best_hit,identity,evalue,bitscore,taxid
k141_160470,1293,1.293,38,8.38,6.48,QDY52327.1,36.2,2.88e-10,60.8,2596887.0
k141_91615,2348,2.348,69,15.21,6.48,AYV82329.1,42.9,4.58e-57,187.0,2487769.0
k141_22483,1364,1.364,40,8.82,6.47,QBK87559.1,42.9,2.65e-15,72.8,2506605.0
k141_75088,1397,1.397,41,9.04,6.47,WZO86567.1,39.7,2.61e-07,49.3,2809302.0
k141_170479,1193,1.193,35,7.72,6.47,AYV76337.1,29.7,2.74e-06,49.3,2487775.0
k141_72863,1023,1.023,30,6.61,6.47,QPI16627.1,32.3,1.39e-08,54.3,2763270.0
k141_82360,1124,1.124,33,7.28,6.47,WPR16483.1,27.9,2.39e-09,63.5,3068773.0
k141_2723,3169,3.169,93,20.51,6.47,QBK91883.1,40.0,9.99e-29,110.0,2506594.0
k141_66083,1090,1.09,32,7.06,6.47,YP_009483119.1,25.3,7.49e-08,56.6,2107709.0
k141_48117,2965,2.965,87,19.18,6.47,QBK87503.1,31.9,5.25e-22,97.4,2506605.0
k141_1285,2011,2.011,59,13.01,6.47,AYV81995.1,32.5,8.270000000000001e-26,109.0,2487769.0
k141_139484,1261,1.261,37,8.16,6.47,ARF09069.1,22.5,1.15e-06,52.4,1977631.0
k141_101955,1057,1.057,31,6.84,6.47,QFG74155.1,40.7,8.97e-16,74.7,1737588.0
k141_134259,1636,1.636,48,10.58,6.47,AYV78344.1,30.0,2.43e-51,187.0,2487765.0
k141_53552,1976,1.976,58,12.79,6.47,AEX62233.1,39.8,1.06e-16,73.2,1128131.0
k141_169292,2317,2.317,68,14.99,6.47,AYV77759.1,28.3,2.7e-07,53.9,2487765.0
k141_161281,1364,1.364,40,8.82,6.47,AXN91073.1,41.3,1.7e-55,182.0,1302812.0
k141_139732,1192,1.192,35,7.72,6.47,AYV82946.1,27.0,1.14e-16,84.3,2487770.0
k141_177976,1260,1.26,37,8.16,6.47,QFG74153.1,26.3,6.44e-10,63.5,1737588.0
k141_71366,1806,1.806,53,11.69,6.47,AYV82468.1,40.6,4.73e-06,48.5,2487770.0
k141_32487,1605,1.605,47,10.36,6.46,XDO01843.1,29.0,3.41e-20,96.7,3240092.0
k141_130389,1161,1.161,34,7.5,6.46,QBK87243.1,31.6,8.14e-10,60.1,2506605.0
k141_63100,1331,1.331,39,8.6,6.46,AYV83564.1,33.7,1.23e-08,60.8,2487770.0
k141_70568,2730,2.73,80,17.64,6.46,AYV78922.1,34.7,2.42e-31,119.0,2487765.0
k141_58003,1228,1.228,36,7.94,6.46,QDY52208.1,42.3,1.22e-06,47.0,2596887.0
k141_137405,2390,2.39,70,15.43,6.46,AYV77815.1,31.3,1.08e-06,53.5,2487765.0
k141_89138,1501,1.501,44,9.7,6.46,AYD75894.1,58.1,2.29e-07,48.5,2364897.0
k141_119968,2696,2.696,79,17.42,6.46,AYV82296.1,29.4,5.87e-06,48.5,2487769.0
k141_53269,1194,1.194,35,7.72,6.46,UMO80106.1,30.2,2.2e-06,49.3,2848915.0
k141_121647,1741,1.741,51,11.25,6.46,AYV86642.1,33.6,4.14e-11,70.1,2487774.0
k141_109159,1467,1.467,43,9.48,6.46,QIG59801.1,35.9,3.26e-53,184.0,2704074.0
k141_148388,1263,1.263,37,8.16,6.46,QPI16652.1,31.2,3.44e-22,100.0,2763270.0
k141_66778,2836,2.836,83,18.3,6.45,CAE02704.1,27.1,1.18e-10,67.8,4952.0
k141_91758,1435,1.435,42,9.26,6.45,QKU34257.1,30.8,7.48e-06,51.2,
k141_47951,1675,1.675,49,10.8,6.45,UUT40455.1,53.2,1.9e-20,89.0,2971331.0
k141_157357,1230,1.23,36,7.94,6.45,QFG74214.1,29.2,6.56e-06,48.9,1737588.0
k141_163211,2018,2.018,59,13.01,6.45,QFG74152.1,31.3,7.57e-11,61.6,1737588.0
k141_39099,1264,1.264,37,8.16,6.45,QKU35287.1,44.7,4.45e-14,73.6,
k141_10339,1130,1.13,33,7.28,6.44,AGE53021.1,26.5,4.55e-09,61.2,1278251.0
k141_2596,2124,2.124,62,13.67,6.44,YP_009448213.1,36.2,2.82e-15,73.6,2023057.0
k141_137597,1952,1.952,57,12.57,6.44,AYV77015.1,37.8,3.13e-07,57.0,2487763.0
k141_82850,1883,1.883,55,12.13,6.44,AUF82166.1,55.8,1.6e-08,52.4,2060617.0
k141_5853,1370,1.37,40,8.82,6.44,ACD54816.1,29.2,1.29e-08,57.8,104782.0
k141_50398,1061,1.061,31,6.84,6.44,QBK87088.1,38.0,4.65e-06,48.9,2506604.0
k141_109470,1302,1.302,38,8.38,6.44,YP_002154639.1,35.4,1.98e-10,63.5,39420.0
k141_37169,1301,1.301,38,8.38,6.44,QFG73775.1,45.8,2.76e-11,62.8,1737588.0
k141_83407,1369,1.369,40,8.82,6.44,QPI16815.1,39.0,1.41e-06,48.1,2763270.0
k141_173843,1027,1.027,30,6.61,6.44,AMZ03113.1,28.6,9.27e-08,55.5,1835008.0
k141_92901,1644,1.644,48,10.58,6.44,UCX57094.1,28.4,8.83e-13,75.1,1513231.0
k141_130158,2876,2.876,84,18.52,6.44,QPI16815.1,29.3,8.02e-39,145.0,2763270.0
k141_177826,1575,1.575,46,10.14,6.44,AGE53061.1,24.3,2.22e-07,53.1,1278255.0
k141_167536,2191,2.191,64,14.11,6.44,WGU26825.1,37.1,8.170000000000001e-21,91.7,4568.0
k141_68669,1540,1.54,45,9.92,6.44,UUT40483.1,54.7,1.68e-14,68.2,2971331.0
k141_137791,1062,1.062,31,6.84,6.44,YP_009001498.1,32.1,1.03e-08,59.7,62099.0
k141_166996,2946,2.946,86,18.96,6.44,ARF08647.1,37.9,4.11e-44,149.0,1977631.0
k141_42663,1472,1.472,43,9.48,6.44,AYV86332.1,33.1,2.93e-12,67.4,2487773.0
k141_161024,1643,1.643,48,10.58,6.44,YP_009448802.1,54.8,4.31e-11,60.5,2023057.0
k141_53032,1472,1.472,43,9.48,6.44,AVL94954.1,31.1,1.3399999999999999e-25,107.0,2109587.0
k141_168263,2533,2.533,74,16.32,6.44,CAK7596664.1,29.9,2.93e-29,122.0,3072188.0
k141_38548,1540,1.54,45,9.92,6.44,UZT29310.1,27.3,4.36e-10,62.0,2809609.0
k141_111554,1097,1.097,32,7.06,6.43,AYV84288.1,26.4,2.61e-09,60.5,2487770.0
k141_40278,2470,2.47,72,15.88,6.43,AAN04419.1,23.3,5.07e-09,62.0,3116536.0
k141_156473,1201,1.201,35,7.72,6.43,ADB85364.1,44.5,1.0800000000000001e-26,104.0,38705.0
k141_78717,1577,1.577,46,10.14,6.43,BCT22562.1,35.1,1.16e-14,78.6,1653087.0
k141_44115,2503,2.503,73,16.1,6.43,QKF94202.1,27.8,1.11e-19,94.4,3070911.0
k141_176999,1166,1.166,34,7.5,6.43,ACD54816.1,24.9,9.28e-06,50.1,104782.0
k141_17500,1132,1.132,33,7.28,6.43,QBK88329.1,26.7,2.03e-11,65.9,2506606.0
k141_77661,1543,1.543,45,9.92,6.43,XDO02353.1,26.7,2.25e-15,76.6,3240092.0
k141_124750,1131,1.131,33,7.28,6.43,QBK84775.1,30.6,1.4700000000000002e-27,114.0,2506600.0
k141_69738,2024,2.024,59,13.01,6.43,QIG59804.1,40.9,6.26e-37,127.0,2704074.0
k141_180823,4564,4.564,133,29.33,6.43,AGE49076.1,27.5,1.79e-11,66.6,1278268.0
k141_143093,2058,2.058,60,13.23,6.43,YP_004732950.1,24.7,1.1799999999999999e-25,117.0,68347.0
k141_107696,2847,2.847,83,18.3,6.43,ARF10911.1,34.2,3.55e-41,155.0,1977638.0
k141_82714,1645,1.645,48,10.58,6.43,QKU33642.1,42.6,3.23e-32,121.0,
k141_107125,1166,1.166,34,7.5,6.43,WZO86892.1,33.7,2.29e-16,79.7,2809302.0
k141_131004,1886,1.886,55,12.13,6.43,ARF10911.1,38.0,2.83e-57,211.0,1977638.0
k141_130267,1168,1.168,34,7.5,6.42,AYV76491.1,33.5,6.45e-28,116.0,2487775.0
k141_20575,1374,1.374,40,8.82,6.42,WBF70777.1,28.1,7.4e-13,73.2,3017316.0
k141_95769,1031,1.031,30,6.61,6.42,ACD54816.1,29.8,6.41e-07,52.0,104782.0
k141_68277,1099,1.099,32,7.06,6.42,AYV82542.1,31.6,7.07e-30,117.0,2487770.0
k141_91940,1408,1.408,41,9.04,6.42,QBK91104.1,34.7,1.97e-46,168.0,2506592.0
k141_56694,1133,1.133,33,7.28,6.42,BAE72466.1,31.3,3.59e-10,62.4,326484.0
k141_78171,1030,1.03,30,6.61,6.42,QBK87088.1,31.2,8.44e-11,65.9,2506604.0
k141_38710,1580,1.58,46,10.14,6.42,AAK92822.1,52.3,5.699999999999999e-68,217.0,3702.0
k141_122304,1821,1.821,53,11.69,6.42,QKF93918.1,42.0,3.76e-57,194.0,3070911.0
k141_122605,1340,1.34,39,8.6,6.42,QBK88980.1,55.1,1.41e-48,163.0,2506609.0
k141_113250,1065,1.065,31,6.84,6.42,QBK87503.1,35.7,6.12e-29,120.0,2506605.0
k141_42794,1922,1.922,56,12.35,6.42,BCU02706.1,33.1,2.84e-23,109.0,2823154.0
k141_25549,1270,1.27,37,8.16,6.42,WIL04310.1,28.4,7.3e-16,82.4,3032484.0
k141_43746,1580,1.58,46,10.14,6.42,QFG74471.1,35.5,2.4299999999999997e-95,313.0,1737588.0
k141_145610,1855,1.855,54,11.91,6.42,ARF10388.1,29.0,7.13e-09,58.2,1977638.0
k141_100771,1101,1.101,32,7.06,6.41,BBI30359.1,42.7,3.21e-38,140.0,3114988.0
k141_118967,1032,1.032,30,6.61,6.41,QBK88577.1,45.2,7.01e-105,324.0,2506608.0
k141_59332,1067,1.067,31,6.84,6.41,AGE57609.1,27.4,3.5e-13,72.8,1278276.0
k141_22077,1067,1.067,31,6.84,6.41,SPN79811.1,29.8,1.2e-09,62.0,2126980.0
k141_71488,1893,1.893,55,12.13,6.41,YP_009448636.1,28.9,9.53e-37,142.0,2023057.0
k141_174429,1238,1.238,36,7.94,6.41,AYV86642.1,27.3,1.86e-19,93.2,2487774.0
k141_155539,1239,1.239,36,7.94,6.41,AYV84350.1,33.3,1.73e-08,56.2,2487770.0
k141_33041,1067,1.067,31,6.84,6.41,QFG74471.1,38.9,8.419999999999999e-55,196.0,1737588.0
k141_58012,1100,1.1,32,7.06,6.41,ULY68592.1,41.6,4.11e-13,67.8,2922419.0
k141_145440,1101,1.101,32,7.06,6.41,AYV79137.1,26.5,2.48e-22,99.0,2487766.0
k141_40736,1067,1.067,31,6.84,6.41,AYV86480.1,29.5,1.04e-07,55.5,2487774.0
k141_167452,1101,1.101,32,7.06,6.41,ARF11596.1,33.7,1.34e-08,60.8,1977640.0
k141_37280,1101,1.101,32,7.06,6.41,QBK87088.1,32.4,2.98e-13,74.3,2506604.0
k141_176447,1376,1.376,40,8.82,6.41,UUT40455.1,38.6,3.3800000000000006e-27,108.0,2971331.0
k141_39876,1067,1.067,31,6.84,6.41,AYV77015.1,38.8,7.450000000000001e-26,110.0,2487763.0
k141_163824,1136,1.136,33,7.28,6.41,QBK92180.1,39.5,9.41e-23,98.6,2506594.0
k141_20463,1170,1.17,34,7.5,6.41,QBK86945.1,51.8,4.3e-76,236.0,2506604.0
k141_50628,1100,1.1,32,7.06,6.41,ARF10911.1,31.9,1.45e-33,134.0,1977638.0
k141_164182,1238,1.238,36,7.94,6.41,WZH61920.1,37.6,1.31e-16,76.6,3131770.0
k141_25460,1377,1.377,40,8.82,6.41,QFG74154.1,27.4,9.13e-13,69.3,1737588.0
k141_102401,2098,2.098,61,13.45,6.41,QDY51714.1,38.5,5.45e-10,54.7,2596887.0
k141_110783,1103,1.103,32,7.06,6.4,AUF82241.1,52.1,6.5899999999999996e-108,329.0,2060617.0
k141_31700,1551,1.551,45,9.92,6.4,QBK91883.1,51.1,3.23e-41,143.0,2506594.0
k141_12832,1206,1.206,35,7.72,6.4,QBK89352.1,56.8,2.68e-08,50.1,2506609.0
k141_70222,1034,1.034,30,6.61,6.4,AYV77759.1,32.7,5.86e-07,52.4,2487765.0
k141_37918,1033,1.033,30,6.61,6.4,YP_008438659.1,47.7,5.1399999999999994e-24,97.8,1349410.0
k141_43894,2720,2.72,79,17.42,6.4,YP_003969949.1,29.5,9.95e-33,134.0,693272.0
k141_118487,1240,1.24,36,7.94,6.4,QDH91349.1,32.7,3.8e-10,64.7,1955170.0
k141_110421,1102,1.102,32,7.06,6.4,WIL04310.1,24.2,5.97e-07,54.3,3032484.0
k141_127772,1205,1.205,35,7.72,6.4,WGU26825.1,38.3,1.03e-14,73.6,4568.0
k141_145488,1722,1.722,50,11.02,6.4,ABA06505.1,26.2,5.25e-07,55.1,7109.0
k141_135473,1379,1.379,40,8.82,6.4,YP_009001225.1,30.7,2.65e-13,71.2,1450746.0
k141_133185,1758,1.758,51,11.25,6.4,WZO85486.1,30.1,1.01e-20,95.5,2809302.0
k141_55539,1102,1.102,32,7.06,6.4,QDH89777.1,34.3,3.39e-09,59.7,1955172.0
k141_82633,1033,1.033,30,6.61,6.4,QBK90962.1,39.3,5.1300000000000004e-21,87.8,2506591.0
k141_83122,1515,1.515,44,9.7,6.4,BAD00047.1,35.9,3.66e-28,113.0,3052230.0
k141_37769,1688,1.688,49,10.8,6.4,AYV82301.1,30.2,4.12e-31,127.0,2487769.0
k141_51556,1068,1.068,31,6.84,6.4,ADX06222.1,50.8,8.09e-10,53.1,938082.0
k141_140720,2034,2.034,59,13.01,6.4,AAU93534.1,38.4,7.72e-13,65.1,4577.0
k141_175481,1036,1.036,30,6.61,6.39,QBZ81601.1,42.3,7.84e-39,149.0,2568002.0
k141_178543,1207,1.207,35,7.72,6.39,AII17161.1,34.0,1.65e-10,60.5,1474867.0
k141_143006,1656,1.656,48,10.58,6.39,ADX06048.1,30.4,4.85e-14,74.7,938081.0
k141_79022,1208,1.208,35,7.72,6.39,YP_009165309.1,23.3,7.19e-11,63.5,1678078.0
k141_26446,1001,1.001,29,6.39,6.39,ARF10911.1,38.5,3.31e-08,53.1,1977638.0
k141_128260,1345,1.345,39,8.6,6.39,QCO93535.1,21.1,1e-12,72.4,2576451.0
k141_41439,1450,1.45,42,9.26,6.39,YP_009001225.1,32.0,2.84e-10,62.0,1450746.0
k141_26684,1276,1.276,37,8.16,6.39,QBK91438.1,28.0,4.05e-10,63.9,2506593.0
k141_31254,1345,1.345,39,8.6,6.39,QKF93652.1,22.8,4.96e-07,53.9,3070911.0
k141_27169,1276,1.276,37,8.16,6.39,QBK92099.1,31.1,1.61e-42,152.0,2506594.0
k141_167568,1001,1.001,29,6.39,6.39,QKF93533.1,40.9,7.13e-22,92.0,3070911.0
k141_113167,2037,2.037,59,13.01,6.39,AYV75222.1,38.5,1.5100000000000002e-21,94.4,2487775.0
k141_133915,1208,1.208,35,7.72,6.39,ARF08362.1,56.0,2.89e-10,56.6,1977631.0
k141_84557,1414,1.414,41,9.04,6.39,YP_002154639.1,30.3,2.92e-06,52.4,39420.0
k141_103453,1071,1.071,31,6.84,6.38,WRW24642.1,41.6,4.83e-69,217.0,262968.0
k141_18752,1071,1.071,31,6.84,6.38,ARF10911.1,24.4,5.9e-07,55.5,1977638.0
k141_64658,1002,1.002,29,6.39,6.38,QKF94091.1,48.7,8e-27,108.0,3070911.0
k141_10836,1589,1.589,46,10.14,6.38,UJZ89070.1,38.7,5.91e-10,53.9,2913600.0
k141_23819,1452,1.452,42,9.26,6.38,WZO87275.1,32.5,2.51e-46,176.0,2809302.0
k141_56832,1071,1.071,31,6.84,6.38,QBK87503.1,34.8,5.15e-23,104.0,2506605.0
k141_145848,1140,1.14,33,7.28,6.38,QFG73958.1,41.7,2.25e-37,139.0,1737588.0
k141_39327,1486,1.486,43,9.48,6.38,ABZ79968.1,22.3,2.68e-07,55.8,2737033.0
k141_62436,1589,1.589,46,10.14,6.38,ARF09969.1,35.7,3.27e-26,110.0,1977633.0
k141_179442,1313,1.313,38,8.38,6.38,BCU03236.1,34.2,3.23e-32,131.0,2823154.0
k141_172472,1831,1.831,53,11.69,6.38,QDY51881.1,32.5,6.09e-12,66.2,2596887.0
k141_73291,1382,1.382,40,8.82,6.38,WRJ69895.1,41.9,3.04e-71,227.0,3045048.0
k141_79489,1003,1.003,29,6.39,6.38,XDO02308.1,34.5,2.85e-06,50.8,3240092.0
k141_129680,2005,2.005,58,12.79,6.38,AYV81995.1,32.3,8.84e-19,88.6,2487769.0
k141_43584,2523,2.523,73,16.1,6.38,BFT93554.1,33.3,2.33e-18,83.2,3349365.0
k141_67217,2556,2.556,74,16.32,6.38,ARF09735.1,28.1,5.35e-26,105.0,1977633.0
k141_94300,1971,1.971,57,12.57,6.38,BFT93432.1,53.3,9.96e-36,127.0,3349365.0
k141_13041,1487,1.487,43,9.48,6.38,QKU34530.1,38.1,1.02e-25,105.0,
k141_76323,1140,1.14,33,7.28,6.38,QKF94089.1,36.7,2.6e-11,64.3,3070911.0
k141_125356,1278,1.278,37,8.16,6.38,WBR14998.1,41.0,1.26e-84,264.0,3019033.0
k141_180132,2073,2.073,60,13.23,6.38,ARF12034.1,25.6,2.2100000000000002e-29,127.0,1977640.0
k141_114754,1037,1.037,30,6.61,6.38,QFG74471.1,46.7,2.32e-89,290.0,1737588.0
k141_95063,1107,1.107,32,7.06,6.37,QBK87088.1,39.9,2.12e-19,90.9,2506604.0
k141_22979,2629,2.629,76,16.76,6.37,YP_009174129.1,26.0,3.12e-07,55.1,1586712.0
k141_66384,1420,1.42,41,9.04,6.37,QBK92136.1,35.2,3.84e-08,55.8,2506594.0
k141_17576,1868,1.868,54,11.91,6.37,ULY68592.1,29.2,6.06e-35,133.0,2922419.0
k141_153823,1696,1.696,49,10.8,6.37,AYV75146.1,33.2,2.1200000000000002e-35,145.0,2487775.0
k141_141073,1903,1.903,55,12.13,6.37,UYL95660.1,28.0,4.83e-11,65.1,2972352.0
k141_35778,1004,1.004,29,6.39,6.37,AYV81037.1,44.0,3.21e-34,126.0,2487768.0
k141_76913,2285,2.285,66,14.55,6.37,QKF94107.1,44.4,1.37e-16,80.9,3070911.0
k141_120163,1246,1.246,36,7.94,6.37,AYV80835.1,28.1,4.11e-13,71.6,2487768.0
k141_90064,1592,1.592,46,10.14,6.37,QKF94735.1,27.7,4.34e-48,177.0,3070911.0
k141_17817,1523,1.523,44,9.7,6.37,UPW42252.1,36.2,1.84e-16,80.1,2937230.0
k141_120488,1696,1.696,49,10.8,6.37,QIG59737.1,32.3,9.37e-10,63.9,2704074.0
k141_110800,1662,1.662,48,10.58,6.37,QFG74152.1,30.2,5.3e-16,79.3,1737588.0
k141_47116,1351,1.351,39,8.6,6.37,ACD54765.1,35.0,2.29e-19,89.7,104782.0
k141_55553,1212,1.212,35,7.72,6.37,ARF12492.1,34.9,4.96e-13,73.2,1977640.0
k141_53417,2666,2.666,77,16.98,6.37,CAA54718.1,36.7,3.09e-11,65.9,36381.0
k141_66299,2596,2.596,75,16.54,6.37,QDY52194.1,25.3,7.14e-12,70.5,2596887.0
k141_140489,1453,1.453,42,9.26,6.37,QKF94254.1,34.7,2.61e-12,63.5,3070911.0
k141_56496,1142,1.142,33,7.28,6.37,YP_009174709.1,29.4,1.33e-14,72.0,1586713.0
k141_250,1074,1.074,31,6.84,6.36,WLY67778.1,24.9,1.33e-14,79.3,4932.0
k141_180302,1872,1.872,54,11.91,6.36,QKF94032.1,29.7,1.24e-16,84.3,3070911.0
k141_151989,1630,1.63,47,10.36,6.36,QBK90738.1,32.0,4.1e-20,94.4,2506591.0
k141_29313,1213,1.213,35,7.72,6.36,YP_009001498.1,30.3,3.54e-17,82.4,62099.0
k141_19268,2914,2.914,84,18.52,6.36,AYV82542.1,31.4,5.75e-23,98.6,2487770.0
k141_179434,1178,1.178,34,7.5,6.36,BCS83209.1,33.6,6.79e-15,73.6,2811091.0
k141_48926,3155,3.155,91,20.07,6.36,YP_008436545.1,34.2,1.5e-16,80.9,1349410.0
k141_43392,1526,1.526,44,9.7,6.36,YP_009001498.1,28.8,2.6300000000000002e-21,97.8,62099.0
k141_129290,3467,3.467,100,22.05,6.36,AYV85231.1,24.6,3.17e-06,50.1,2487771.0
k141_32732,1040,1.04,30,6.61,6.36,ARF10763.1,39.4,7.79e-07,48.1,1977638.0
k141_58344,1734,1.734,50,11.02,6.36,BBI30359.1,30.3,1.79e-09,58.9,3114988.0
k141_44078,2081,2.081,60,13.23,6.36,YP_009001498.1,30.2,5.56e-18,88.6,62099.0
k141_18486,1387,1.387,40,8.82,6.36,XCJ77313.1,35.6,2.1699999999999998e-45,157.0,2008368.0
k141_138565,1110,1.11,32,7.06,6.36,AYV76216.1,33.3,1.02e-33,131.0,2487775.0
k141_80982,1110,1.11,32,7.06,6.36,QKF94222.1,38.7,1.38e-60,205.0,3070911.0
k141_91205,1042,1.042,30,6.61,6.35,QFG74701.1,29.9,9.14e-21,94.4,1737588.0
k141_27143,1181,1.181,34,7.5,6.35,YP_009336626.1,36.1,9.1e-08,55.1,1923414.0
k141_146032,2189,2.189,63,13.89,6.35,QKF94107.1,40.0,6.57e-07,48.5,3070911.0
k141_54847,1875,1.875,54,11.91,6.35,QKF94406.1,41.6,1.9600000000000002e-56,192.0,3070911.0
k141_112865,1180,1.18,34,7.5,6.35,YP_009448802.1,34.2,4.42e-16,77.4,2023057.0
k141_4340,1770,1.77,51,11.25,6.35,AQN68554.1,41.3,9.96e-13,66.6,1956188.0
k141_75884,1735,1.735,50,11.02,6.35,AYV85231.1,32.7,1.47e-06,51.6,2487771.0
k141_105621,1598,1.598,46,10.14,6.35,QBK91204.1,55.8,3.35e-55,184.0,2506592.0
k141_124123,1389,1.389,40,8.82,6.35,AYV77869.1,47.2,1.02e-13,66.6,2487765.0
k141_57533,1250,1.25,36,7.94,6.35,QPI16652.1,37.6,5.64e-13,70.1,2763270.0
k141_151197,1146,1.146,33,7.28,6.35,QYB17709.1,30.0,1.35e-18,87.4,2862371.0
k141_27264,1284,1.284,37,8.16,6.35,AGE49443.1,40.3,1.51e-06,50.1,1278269.0
k141_167008,1632,1.632,47,10.36,6.35,ARF10911.1,37.0,1.97e-15,74.7,1977638.0
k141_103135,1042,1.042,30,6.61,6.35,XDO02360.1,24.1,6.66e-11,66.2,3240092.0
k141_15638,1701,1.701,49,10.8,6.35,QFG73775.1,25.9,8.65e-14,74.7,1737588.0
k141_60727,1563,1.563,45,9.92,6.35,WGU26825.1,35.8,3.82e-14,71.2,4568.0
k141_88954,2117,2.117,61,13.45,6.35,NP_077550.1,19.7,3.15e-07,55.5,37665.0
k141_110375,1598,1.598,46,10.14,6.35,QBK91660.1,37.0,2.25e-09,58.5,2506593.0
k141_13782,1388,1.388,40,8.82,6.35,NP_077550.1,35.2,2.46e-09,58.5,37665.0
k141_143763,1041,1.041,30,6.61,6.35,AAL14454.1,40.0,1.4900000000000002e-27,112.0,10090.0
k141_175676,1598,1.598,46,10.14,6.35,QBK88176.1,39.8,5.37e-34,131.0,2506606.0
k141_53159,1879,1.879,54,11.91,6.34,ARF12079.1,46.7,4.82e-135,406.0,1977640.0
k141_103750,1670,1.67,48,10.58,6.34,QPI16652.1,32.1,2.5399999999999998e-24,107.0,2763270.0
k141_10217,1252,1.252,36,7.94,6.34,QPI16815.1,36.3,2.76e-12,63.9,2763270.0
k141_3092,1912,1.912,55,12.13,6.34,XHH73056.1,33.9,8.75e-29,116.0,3433150.0
k141_168602,1879,1.879,54,11.91,6.34,AYV80689.1,43.0,4.63e-56,192.0,2487768.0
k141_149158,1286,1.286,37,8.16,6.34,ABY48135.1,24.9,1.36e-08,60.8,3880.0
k141_135759,1044,1.044,30,6.61,6.34,QBK86799.1,40.7,8.93e-17,80.1,2506604.0
k141_96891,1392,1.392,40,8.82,6.34,QKU35954.1,31.5,9.49e-17,76.3,
k141_88917,1738,1.738,50,11.02,6.34,AGE55605.1,24.0,2.15e-14,78.6,1278272.0
k141_160148,4592,4.592,132,29.11,6.34,AUI39622.1,23.1,4.25e-11,67.0,47929.0
k141_75042,1669,1.669,48,10.58,6.34,QKF94406.1,28.0,5.29e-14,76.6,3070911.0
k141_62252,1147,1.147,33,7.28,6.34,QFG74701.1,23.4,2.1e-11,67.0,1737588.0
k141_68171,1740,1.74,50,11.02,6.34,QFG74153.1,25.2,8.04e-16,82.8,1737588.0
k141_120870,1252,1.252,36,7.94,6.34,ATZ80771.1,28.8,8.17e-07,51.6,2024608.0
k141_93469,2503,2.503,72,15.88,6.34,AYV86642.1,26.9,1.68e-14,80.1,2487774.0
k141_166432,1287,1.287,37,8.16,6.34,CCQ71112.1,25.0,5.51e-14,77.8,51543.0
k141_115512,1738,1.738,50,11.02,6.34,ANR76363.1,45.3,4.08e-17,72.8,1769778.0
k141_175996,1009,1.009,29,6.39,6.34,QDY52220.1,28.9,5.65e-11,63.5,2596887.0
k141_41375,1530,1.53,44,9.7,6.34,SPN78997.1,25.5,5.44e-12,68.9,2126980.0
k141_49150,1219,1.219,35,7.72,6.33,QKF94406.1,45.5,1.78e-26,105.0,3070911.0
k141_145372,1636,1.636,47,10.36,6.33,QBK87243.1,23.4,4.42e-06,51.2,2506605.0
k141_22446,1079,1.079,31,6.84,6.33,YP_009465727.1,26.5,2.99e-18,84.3,2079134.0
k141_14343,2473,2.473,71,15.66,6.33,ARF10911.1,31.0,1.11e-44,176.0,1977638.0
k141_116467,2682,2.682,77,16.98,6.33,AXN91073.1,43.8,1.01e-60,197.0,1302812.0
k141_18668,1079,1.079,31,6.84,6.33,QDY52462.1,33.2,3.6899999999999995e-24,103.0,2596887.0
k141_27109,3135,3.135,90,19.84,6.33,YP_009174709.1,31.5,1.53e-14,71.6,1586713.0
k141_147850,2578,2.578,74,16.32,6.33,YP_009001498.1,30.8,4.46e-21,99.0,62099.0
k141_42357,1708,1.708,49,10.8,6.33,YP_009481386.1,34.8,2.81e-18,87.8,2107707.0
k141_55267,1673,1.673,48,10.58,6.33,APU89138.1,25.9,5.34e-10,65.9,1924550.0
k141_61269,1499,1.499,43,9.48,6.33,AMZ03137.1,50.0,1.4799999999999999e-24,96.7,1835008.0
k141_73377,1568,1.568,45,9.92,6.33,AYV84927.1,30.0,2.96e-14,76.3,2487771.0
k141_149358,1045,1.045,30,6.61,6.33,QIG59698.1,27.9,4.04e-20,88.6,2704074.0
k141_49253,1011,1.011,29,6.39,6.32,AYV84350.1,31.3,1.08e-12,66.2,2487770.0
k141_114979,1046,1.046,30,6.61,6.32,AYV78471.1,31.7,1.13e-12,72.4,2487765.0
k141_71041,1606,1.606,46,10.14,6.32,NP_077550.1,25.6,9.87e-08,57.0,37665.0
k141_26015,1430,1.43,41,9.04,6.32,QBK91514.1,36.1,2.16e-21,87.8,2506593.0
k141_137965,1256,1.256,36,7.94,6.32,QBK86945.1,44.9,3.1800000000000003e-37,133.0,2506604.0
k141_90455,1325,1.325,38,8.38,6.32,QDY52375.1,29.4,1.67e-34,139.0,2596887.0
k141_7090,3661,3.661,105,23.15,6.32,AGE53616.1,31.0,2e-15,78.2,1278271.0
k141_1781,1290,1.29,37,8.16,6.32,AYV78541.1,33.8,3.1e-06,45.1,2487765.0
k141_103668,1885,1.885,54,11.91,6.32,QKF94686.1,25.9,4.57e-16,79.0,3070911.0
k141_64854,3103,3.103,89,19.62,6.32,QFG74715.1,40.4,1.1e-39,140.0,1737588.0
k141_163906,1082,1.082,31,6.84,6.32,QDY52400.1,48.5,3.11e-22,94.0,2596887.0
k141_127171,1467,1.467,42,9.26,6.31,AYV83524.1,25.7,2.8e-17,84.0,2487770.0
k141_155687,1083,1.083,31,6.84,6.31,ARF11711.1,26.3,6.24e-09,59.7,1977640.0
